0,1,2,3,4,5,6
Quarterly Results of Sun Pharmaceutical Industries (in Rs. Cr.),Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,
Net Sales/Income from operations,658.51,658.70,588.29,735.19,875.73,
Other Operating Income,31.64,19.64,29.35,45.88,0.98,
Total Income From Operations,690.15,678.34,617.64,781.07,876.71,
EXPENDITURE,,,,,,
Consumption of Raw Materials,253.75,213.59,204.70,377.92,263.91,
Purchase of Traded Goods,56.86,58.14,41.50,-77.13,106.39,
Increase/Decrease in Stocks,-57.30,3.93,0.75,20.78,0.90,
Power & Fuel,--,--,--,--,--,
Employees Cost,72.54,69.86,69.06,107.12,96.46,
depreciat,25.43,24.56,23.64,20.48,22.95,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,292.32,256.56,177.27,284.36,315.14,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",46.55,51.70,100.72,47.54,70.96,
Other Income,69.48,-34.60,-35.10,57.06,33.65,
"P/L Before Int., Excpt. Items & Tax",116.03,17.10,65.62,104.60,104.61,
Interest,0.15,0.09,0.08,0.10,0.12,
P/L Before Exceptional Items & Tax,115.88,17.01,65.54,104.50,104.49,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,115.88,17.01,65.54,104.50,104.49,
Tax,30.00,10.71,19.84,45.47,30.27,
P/L After Tax from Ordinary Activities,85.88,6.30,45.70,59.03,74.22,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,85.88,6.30,45.70,59.03,74.22,
Equity Share Capital,207.12,207.12,103.56,103.56,103.56,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,0.41,0.03,0.20,0.60,0.70,
Diluted EPS,0.41,0.03,0.20,0.60,0.70,
EPS After Extra Ordinary,,,,,,
Basic EPS.,0.41,0.03,0.20,0.60,0.70,
Diluted EPS.,0.41,0.03,0.20,0.60,0.70,
Public Share Holding,,,,,,
No Of Shares (Crores),75.28,75.28,37.61,37.61,37.61,
Share Holding (%),36.35,36.35,36.32,36.32,36.32,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),0.33,0.29,0.28,0.19,0.24,
- Per. of shares (as a % of the total sh. of prom. and promoter group),0.25,0.22,0.43,0.29,0.37,
- Per. of shares (as a % of the total Share Cap. of the company),0.16,0.14,0.27,0.19,0.23,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,131.50,131.55,65.66,65.76,65.70,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,99.75,99.78,99.57,99.71,99.63,
- Per. of shares (as a % of the total Share Cap. of the company).,63.49,63.51,63.41,63.49,63.45,
