0,1,2,3,4,5,6
Quarterly Results of Sun Pharmaceutical Industries (in Rs. Cr.),Sep '02,Jun '02,Mar '02,Dec '01,Sep '01,
Net Sales/Income from operations,216.64,190.09,180.31,196.77,196.15,
Other Operating Income,--,--,--,--,--,
Total Income From Operations,216.64,190.09,180.31,196.77,196.15,
EXPENDITURE,,,,,,
Consumption of Raw Materials,85.47,72.24,69.01,81.45,80.64,
Purchase of Traded Goods,--,--,--,--,--,
Increase/Decrease in Stocks,-3.23,1.16,4.66,4.13,-0.51,
Power & Fuel,--,--,--,--,--,
Employees Cost,9.81,12.14,9.58,10.29,10.05,
depreciat,4.97,4.95,5.00,4.36,4.26,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,7.48,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,55.42,48.45,52.14,48.73,52.89,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",56.72,51.15,39.92,47.81,48.82,
Other Income,2.37,1.94,4.38,2.47,3.41,
"P/L Before Int., Excpt. Items & Tax",59.09,53.09,44.30,50.28,52.23,
Interest,--,--,--,--,--,
P/L Before Exceptional Items & Tax,59.09,53.09,44.30,50.28,52.23,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,59.09,53.09,44.30,50.28,52.23,
Tax,5.78,5.02,3.93,3.87,4.04,
P/L After Tax from Ordinary Activities,53.31,48.07,40.37,46.41,48.19,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,53.31,48.07,40.37,46.41,48.19,
Equity Share Capital,46.79,46.77,46.77,46.75,46.75,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,11.39,10.28,8.63,9.93,10.31,
Diluted EPS,--,--,--,--,--,
EPS After Extra Ordinary,,,,,,
Basic EPS.,11.39,10.28,8.63,9.93,10.31,
Diluted EPS.,--,--,--,--,--,
Public Share Holding,,,,,,
No Of Shares (Crores),2.67,9.36,1.34,--,1.32,
Share Holding (%),28.50,5.10,28.57,--,28.20,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
