0,1,2,3,4,5,6
Quarterly Results of Sun Pharmaceutical Industries (in Rs. Cr.),Jun '11,Mar '11,Dec '10,Sep '10,Jun '10,
Net Sales/Income from operations,521.19,498.74,760.57,808.05,498.88,
Other Operating Income,341.77,313.57,--,--,259.81,
Total Income From Operations,862.96,812.31,760.57,808.05,758.69,
EXPENDITURE,,,,,,
Consumption of Raw Materials,203.17,212.15,123.96,181.58,200.56,
Purchase of Traded Goods,42.64,39.53,--,--,--,
Increase/Decrease in Stocks,-10.40,-34.01,23.10,11.03,1.87,
Power & Fuel,--,--,--,--,--,
Employees Cost,78.48,70.42,63.13,65.80,61.74,
depreciat,17.59,15.83,18.20,12.38,17.82,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,161.67,174.66,226.86,212.31,183.68,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",369.81,333.73,305.32,324.95,293.02,
Other Income,38.47,16.26,10.51,11.30,33.02,
"P/L Before Int., Excpt. Items & Tax",408.28,349.99,315.83,336.25,326.04,
Interest,-41.19,-38.82,-38.58,-31.81,-16.62,
P/L Before Exceptional Items & Tax,449.47,388.81,354.41,368.06,342.66,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,449.47,388.81,354.41,368.06,342.66,
Tax,26.27,16.11,11.74,22.34,20.03,
P/L After Tax from Ordinary Activities,423.20,372.70,342.67,345.72,322.63,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,423.20,372.70,342.67,345.72,322.63,
Equity Share Capital,103.56,103.56,103.56,103.56,103.56,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,4.10,3.60,3.30,16.70,15.58,
Diluted EPS,4.10,3.60,3.30,16.70,--,
EPS After Extra Ordinary,,,,,,
Basic EPS.,4.10,3.60,3.30,16.70,15.60,
Diluted EPS.,4.10,3.60,3.30,16.70,15.60,
Public Share Holding,,,,,,
No Of Shares (Crores),37.58,37.58,37.58,7.52,7.52,
Share Holding (%),36.28,36.28,36.29,36.28,36.28,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),0.32,0.23,0.21,0.05,0.06,
- Per. of shares (as a % of the total sh. of prom. and promoter group),0.49,0.35,0.32,0.36,0.48,
- Per. of shares (as a % of the total Share Cap. of the company),0.31,0.23,0.20,0.23,0.31,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,65.66,65.75,65.77,13.15,13.13,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,99.51,99.65,99.68,99.64,99.52,
- Per. of shares (as a % of the total Share Cap. of the company).,63.41,63.49,63.51,63.49,63.41,
