0,1,2,3,4,5,6
Quarterly Results of Sun Pharmaceutical Industries (in Rs. Cr.),Dec '98,Sep '98,Jun '98,Mar '98,Dec '97,
Net Sales/Income from operations,90.43,83.01,72.01,77.79,52.55,
Other Operating Income,--,--,--,--,--,
Total Income From Operations,90.43,83.01,72.01,77.79,52.55,
EXPENDITURE,,,,,,
Consumption of Raw Materials,--,--,--,--,--,
Purchase of Traded Goods,--,--,--,--,--,
Increase/Decrease in Stocks,--,--,--,--,--,
Power & Fuel,--,--,--,--,--,
Employees Cost,--,--,--,--,--,
depreciat,2.09,1.72,1.70,2.15,1.28,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,71.01,66.12,58.15,62.31,41.72,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",17.33,15.17,12.16,13.33,9.55,
Other Income,0.57,0.29,--,5.35,2.09,
"P/L Before Int., Excpt. Items & Tax",17.90,15.46,12.16,18.68,11.64,
Interest,1.95,--,--,0.34,-0.07,
P/L Before Exceptional Items & Tax,15.95,15.46,12.16,18.34,11.71,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,15.95,15.46,12.16,18.34,11.71,
Tax,0.55,0.61,0.34,--,0.45,
P/L After Tax from Ordinary Activities,15.40,14.85,11.82,18.34,11.26,
Prior Year Adjustments,--,--,--,-0.36,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,15.40,14.85,11.82,17.98,11.26,
Equity Share Capital,15.21,15.21,15.21,15.21,15.21,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,10.12,9.76,7.77,11.82,7.40,
Diluted EPS,--,--,--,--,--,
EPS After Extra Ordinary,,,,,,
Basic EPS.,10.12,9.76,7.77,11.82,7.40,
Diluted EPS.,--,--,--,--,--,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
