0,1,2,3,4,5,6
Quarterly Results of Sun Pharmaceutical Industries (in Rs. Cr.),Jun '06,Mar '06,Dec '05,Sep '05,Jun '05,
Net Sales/Income from operations,540.87,418.63,428.27,436.65,440.24,
Other Operating Income,--,--,--,--,--,
Total Income From Operations,540.87,418.63,428.27,436.65,440.24,
EXPENDITURE,,,,,,
Consumption of Raw Materials,276.04,209.70,231.17,225.66,220.55,
Purchase of Traded Goods,--,--,--,--,--,
Increase/Decrease in Stocks,4.09,-14.96,-25.43,-0.30,-15.12,
Power & Fuel,--,--,--,--,--,
Employees Cost,31.47,23.62,25.57,25.89,21.59,
depreciat,11.81,10.51,10.89,10.02,8.36,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,91.58,96.69,88.24,79.29,96.56,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",125.88,93.07,97.83,96.09,108.30,
Other Income,25.09,35.80,19.33,20.16,20.36,
"P/L Before Int., Excpt. Items & Tax",150.97,128.87,117.16,116.25,128.66,
Interest,--,--,--,--,--,
P/L Before Exceptional Items & Tax,150.97,128.87,117.16,116.25,128.66,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,150.97,128.87,117.16,116.25,128.66,
Tax,2.95,12.98,8.85,2.67,2.89,
P/L After Tax from Ordinary Activities,148.02,115.89,108.31,113.58,125.77,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,148.02,115.89,108.31,113.58,125.77,
Equity Share Capital,93.03,92.87,92.76,92.76,92.76,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,1.59,12.48,11.68,12.24,13.56,
Diluted EPS,--,--,--,--,--,
EPS After Extra Ordinary,,,,,,
Basic EPS.,1.59,12.48,11.68,12.24,13.56,
Diluted EPS.,--,--,--,--,--,
Public Share Holding,,,,,,
No Of Shares (Crores),5.36,5.32,5.30,5.24,5.23,
Share Holding (%),28.82,28.67,28.57,28.22,28.21,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
