0,1,2,3,4,5,6
Quarterly Results of Sun Pharmaceutical Industries (in Rs. Cr.),Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,
Net Sales/Income from operations,1672.85,542.00,572.78,559.01,752.58,
Other Operating Income,72.39,23.03,24.67,16.57,23.85,
Total Income From Operations,1745.24,565.03,597.45,575.58,776.43,
EXPENDITURE,,,,,,
Consumption of Raw Materials,636.67,223.25,231.55,238.84,222.58,
Purchase of Traded Goods,213.13,7.91,41.69,31.36,28.54,
Increase/Decrease in Stocks,138.22,-32.81,7.86,-45.14,38.09,
Power & Fuel,--,--,--,--,--,
Employees Cost,405.21,94.08,93.43,87.68,67.48,
depreciat,325.25,40.86,67.57,46.39,27.21,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,1167.13,296.98,417.52,232.93,275.58,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",-1140.37,-65.24,-262.17,-16.48,116.95,
Other Income,214.60,-23.02,-56.91,84.21,103.24,
"P/L Before Int., Excpt. Items & Tax",-925.77,-88.26,-319.08,67.73,220.19,
Interest,111.02,0.08,4.02,8.09,2.24,
P/L Before Exceptional Items & Tax,-1036.79,-88.34,-323.10,59.64,217.95,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,-1036.79,-88.34,-323.10,59.64,217.95,
Tax,-958.78,2.76,-5.48,12.08,54.99,
P/L After Tax from Ordinary Activities,-78.01,-91.10,-317.62,47.56,162.96,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,-78.01,-91.10,-317.62,47.56,162.96,
Equity Share Capital,207.12,207.12,207.12,207.12,207.12,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,-0.32,-0.44,-1.53,0.23,0.79,
Diluted EPS,-0.32,-0.44,-1.53,0.23,0.79,
EPS After Extra Ordinary,,,,,,
Basic EPS.,-0.32,-0.44,-1.53,0.23,0.79,
Diluted EPS.,-0.32,-0.44,-1.53,0.23,0.79,
Public Share Holding,,,,,,
No Of Shares (Crores),75.47,75.28,75.28,75.28,75.28,
Share Holding (%),36.44,36.35,36.35,36.35,36.35,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),1.49,0.70,0.74,0.44,0.33,
- Per. of shares (as a % of the total sh. of prom. and promoter group),0.13,0.53,0.58,0.33,0.25,
- Per. of shares (as a % of the total Share Cap. of the company),0.72,0.34,0.36,0.21,0.16,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,130.16,131.13,131.09,131.40,131.50,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,98.87,99.47,99.44,99.67,99.75,
- Per. of shares (as a % of the total Share Cap. of the company).,62.84,63.31,63.29,63.44,63.49,
