0,1,2,3,4,5,6
Quarterly Results of HCL Technologies (in Rs. Cr.),Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,
Net Sales/Income from operations,11424.00,10817.00,10634.00,10662.00,9786.00,
Other Operating Income,--,--,--,--,--,
Total Income From Operations,11424.00,10817.00,10634.00,10662.00,9786.00,
EXPENDITURE,,,,,,
Consumption of Raw Materials,--,--,--,--,--,
Purchase of Traded Goods,29.00,31.00,33.00,59.00,34.00,
Increase/Decrease in Stocks,-3.00,-5.00,9.00,-7.00,6.00,
Power & Fuel,--,--,--,--,--,
Employees Cost,4899.00,4661.00,4481.00,4200.00,3751.00,
depreciat,560.00,586.00,583.00,728.00,644.00,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,2546.00,2363.00,2285.00,2510.00,2351.00,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",3393.00,3181.00,3243.00,3172.00,3000.00,
Other Income,184.00,334.00,255.00,187.00,177.00,
"P/L Before Int., Excpt. Items & Tax",3577.00,3515.00,3498.00,3359.00,3177.00,
Interest,33.00,27.00,26.00,28.00,25.00,
P/L Before Exceptional Items & Tax,3544.00,3488.00,3472.00,3331.00,3152.00,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,3544.00,3488.00,3472.00,3331.00,3152.00,
Tax,803.00,810.00,469.00,694.00,590.00,
P/L After Tax from Ordinary Activities,2741.00,2678.00,3003.00,2637.00,2562.00,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,2741.00,2678.00,3003.00,2637.00,2562.00,
Equity Share Capital,543.00,543.00,543.00,543.00,543.00,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,10.12,9.89,11.09,9.72,9.44,
Diluted EPS,10.12,9.89,11.09,9.72,9.44,
EPS After Extra Ordinary,,,,,,
Basic EPS.,10.12,9.89,11.09,9.72,9.44,
Diluted EPS.,10.12,9.89,11.09,9.72,9.44,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
