0,1,2,3,4,5,6
Quarterly Results of HCL Technologies (in Rs. Cr.),Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,
Net Sales/Income from operations,9057.00,8654.00,8130.00,6765.00,6958.00,
Other Operating Income,--,--,--,--,--,
Total Income From Operations,9057.00,8654.00,8130.00,6765.00,6958.00,
EXPENDITURE,,,,,,
Consumption of Raw Materials,--,--,--,--,--,
Purchase of Traded Goods,51.00,46.00,2.00,45.00,34.00,
Increase/Decrease in Stocks,--,5.00,27.00,-28.00,5.00,
Power & Fuel,--,--,--,--,--,
Employees Cost,2622.00,2521.00,2444.00,2329.00,2146.00,
depreciat,600.00,566.00,393.00,393.00,318.00,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,2805.00,2580.00,2486.00,1891.00,2127.00,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",2979.00,2936.00,2778.00,2135.00,2328.00,
Other Income,158.00,127.00,93.00,209.00,214.00,
"P/L Before Int., Excpt. Items & Tax",3137.00,3063.00,2871.00,2344.00,2542.00,
Interest,67.00,72.00,72.00,27.00,2.00,
P/L Before Exceptional Items & Tax,3070.00,2991.00,2799.00,2317.00,2540.00,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,3070.00,2991.00,2799.00,2317.00,2540.00,
Tax,570.00,547.00,567.00,524.00,509.00,
P/L After Tax from Ordinary Activities,2500.00,2444.00,2232.00,1793.00,2031.00,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,2500.00,2444.00,2232.00,1793.00,2031.00,
Equity Share Capital,543.00,542.73,271.00,271.25,271.25,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,9.20,9.01,16.46,13.22,14.97,
Diluted EPS,9.20,9.01,16.45,13.21,14.97,
EPS After Extra Ordinary,,,,,,
Basic EPS.,9.20,9.01,16.46,13.22,14.97,
Diluted EPS.,9.20,9.01,16.45,13.21,14.97,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
