0,1,2,3,4,5,6
Quarterly Results of HCL Technologies (in Rs. Cr.),Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,
Net Sales/Income from operations,12531.00,12059.00,11451.00,11637.00,12398.00,
Other Operating Income,--,--,--,--,--,
Total Income From Operations,12531.00,12059.00,11451.00,11637.00,12398.00,
EXPENDITURE,,,,,,
Consumption of Raw Materials,--,--,--,--,--,
Purchase of Traded Goods,26.00,30.00,30.00,25.00,83.00,
Increase/Decrease in Stocks,-11.00,8.00,7.00,3.00,-7.00,
Power & Fuel,--,--,--,--,--,
Employees Cost,5173.00,5305.00,5185.00,5139.00,5100.00,
depreciat,678.00,583.00,506.00,599.00,686.00,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,2506.00,2402.00,2547.00,2503.00,2666.00,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",4159.00,3731.00,3176.00,3368.00,3870.00,
Other Income,261.00,252.00,262.00,225.00,288.00,
"P/L Before Int., Excpt. Items & Tax",4420.00,3983.00,3438.00,3593.00,4158.00,
Interest,29.00,33.00,29.00,34.00,33.00,
P/L Before Exceptional Items & Tax,4391.00,3950.00,3409.00,3559.00,4125.00,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,4391.00,3950.00,3409.00,3559.00,4125.00,
Tax,1042.00,984.00,813.00,715.00,929.00,
P/L After Tax from Ordinary Activities,3349.00,2966.00,2596.00,2844.00,3196.00,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,3349.00,2966.00,2596.00,2844.00,3196.00,
Equity Share Capital,543.00,543.00,543.00,543.00,543.00,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,12.37,10.95,9.59,10.50,11.80,
Diluted EPS,12.34,10.93,9.57,10.49,11.79,
EPS After Extra Ordinary,,,,,,
Basic EPS.,12.37,10.95,9.59,10.50,11.80,
Diluted EPS.,12.34,10.93,9.57,10.49,11.79,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
