0,1,2,3,4,5,6
Quarterly Results of HCL Technologies (in Rs. Cr.),Jun '16,Mar '16,Dec '15,Sep '15,Jun '15,
Net Sales/Income from operations,4608.80,4612.64,4471.85,4350.15,4465.50,
Other Operating Income,--,--,--,--,--,
Total Income From Operations,4608.80,4612.64,4471.85,4350.15,4465.50,
EXPENDITURE,,,,,,
Consumption of Raw Materials,--,--,--,--,--,
Purchase of Traded Goods,64.52,77.88,37.18,47.60,111.33,
Increase/Decrease in Stocks,-38.35,-2.62,-16.08,-28.09,-25.39,
Power & Fuel,--,--,--,--,--,
Employees Cost,1569.51,1580.41,1651.37,1635.14,1563.24,
depreciat,93.36,92.80,95.71,88.38,83.77,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,904.06,1131.49,1010.95,1115.68,1243.30,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",2015.70,1732.68,1692.72,1491.44,1489.25,
Other Income,220.01,283.40,361.13,268.11,204.61,
"P/L Before Int., Excpt. Items & Tax",2235.71,2016.08,2053.85,1759.55,1693.86,
Interest,10.27,14.43,14.74,16.65,14.47,
P/L Before Exceptional Items & Tax,2225.44,2001.65,2039.11,1742.90,1679.39,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,2225.44,2001.65,2039.11,1742.90,1679.39,
Tax,426.15,330.14,389.45,343.61,244.22,
P/L After Tax from Ordinary Activities,1799.29,1671.51,1649.66,1399.29,1435.17,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,1799.29,1671.51,1649.66,1399.29,1435.17,
Equity Share Capital,282.15,282.08,281.86,281.25,281.20,
Reserves Excluding Revaluation Reserves,--,--,--,--,19124.53,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,12.76,11.86,11.72,9.95,10.21,
Diluted EPS,12.74,11.83,11.68,9.90,10.15,
EPS After Extra Ordinary,,,,,,
Basic EPS.,12.76,11.86,11.72,9.95,10.21,
Diluted EPS.,12.74,11.83,11.68,9.90,10.15,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,55.43,
Share Holding (%),--,--,--,--,39.42,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,85.17,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,100.00,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,60.58,
