0,1,2,3,4,5,6
Quarterly Results of HCL Technologies (in Rs. Cr.),Dec '13,Sep '13,Jun '13,Mar '13,Dec '12,
Net Sales/Income from operations,3836.21,3843.81,4111.19,2943.69,2766.22,
Other Operating Income,--,--,--,--,--,
Total Income From Operations,3836.21,3843.81,4111.19,2943.69,2766.22,
EXPENDITURE,,,,,,
Consumption of Raw Materials,--,--,--,--,--,
Purchase of Traded Goods,--,--,--,--,--,
Increase/Decrease in Stocks,--,--,--,--,--,
Power & Fuel,--,--,--,--,--,
Employees Cost,1261.07,1286.78,1275.59,1143.56,1096.06,
depreciat,120.11,124.31,134.66,102.84,103.84,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,1012.66,934.01,1195.82,760.24,644.13,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",1442.37,1498.71,1505.12,937.05,922.19,
Other Income,139.65,114.27,174.51,60.37,39.92,
"P/L Before Int., Excpt. Items & Tax",1582.02,1612.98,1679.63,997.42,962.11,
Interest,21.54,18.47,14.00,19.96,19.66,
P/L Before Exceptional Items & Tax,1560.48,1594.51,1665.63,977.46,942.45,
Exceptional Items,--,--,93.54,--,--,
P/L Before Tax,1560.48,1594.51,1759.17,977.46,942.45,
Tax,262.61,303.54,311.96,144.50,217.73,
P/L After Tax from Ordinary Activities,1297.87,1290.97,1447.21,832.96,724.72,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,1297.87,1290.97,1447.21,832.96,724.72,
Equity Share Capital,139.77,139.56,139.37,139.22,138.91,
Reserves Excluding Revaluation Reserves,12158.35,10935.27,10093.36,8677.47,7850.69,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,18.58,18.52,20.78,11.99,10.44,
Diluted EPS,18.34,18.22,20.47,11.75,10.24,
EPS After Extra Ordinary,,,,,,
Basic EPS.,18.58,18.52,20.78,11.99,10.44,
Diluted EPS.,18.34,18.22,20.47,11.75,10.24,
Public Share Holding,,,,,,
No Of Shares (Crores),26.73,26.63,26.54,26.46,26.30,
Share Holding (%),38.25,38.16,38.08,38.01,37.87,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,43.15,43.15,43.15,43.15,43.15,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,100.00,100.00,100.00,100.00,100.00,
- Per. of shares (as a % of the total Share Cap. of the company).,61.75,61.84,61.92,61.99,62.13,
