0,1,2,3,4,5,6
Quarterly Results of HCL Technologies (in Rs. Cr.),Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,
Net Sales/Income from operations,4385.95,4247.59,4054.40,4771.44,4045.91,
Other Operating Income,--,--,--,--,--,
Total Income From Operations,4385.95,4247.59,4054.40,4771.44,4045.91,
EXPENDITURE,,,,,,
Consumption of Raw Materials,--,--,--,--,--,
Purchase of Traded Goods,--,--,--,--,--,
Increase/Decrease in Stocks,--,--,--,--,--,
Power & Fuel,--,--,--,--,--,
Employees Cost,1535.66,1457.59,1368.13,1307.01,1269.09,
depreciat,74.52,72.28,69.35,127.24,119.04,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,1101.37,924.99,888.87,1050.21,1065.65,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",1674.40,1792.73,1728.05,2286.98,1592.13,
Other Income,251.97,253.08,365.08,235.27,169.93,
"P/L Before Int., Excpt. Items & Tax",1926.37,2045.81,2093.13,2522.25,1762.06,
Interest,12.21,12.47,21.49,22.46,19.18,
P/L Before Exceptional Items & Tax,1914.16,2033.34,2071.64,2499.79,1742.88,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,1914.16,2033.34,2071.64,2499.79,1742.88,
Tax,349.42,369.87,389.08,516.55,330.34,
P/L After Tax from Ordinary Activities,1564.74,1663.47,1682.56,1983.24,1412.54,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,1564.74,1663.47,1682.56,1983.24,1412.54,
Equity Share Capital,281.14,140.47,140.26,140.00,139.88,
Reserves Excluding Revaluation Reserves,17696.73,16866.69,15866.07,15605.61,13513.59,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,11.13,23.71,24.02,28.34,20.20,
Diluted EPS,11.08,23.57,23.80,28.02,19.96,
EPS After Extra Ordinary,,,,,,
Basic EPS.,11.13,23.71,24.02,28.34,20.20,
Diluted EPS.,11.08,23.57,23.80,28.02,19.96,
Public Share Holding,,,,,,
No Of Shares (Crores),55.40,27.09,26.98,26.85,26.79,
Share Holding (%),39.41,38.57,38.47,38.36,38.31,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,85.17,43.15,43.15,43.15,43.15,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,100.00,100.00,100.00,100.00,100.00,
- Per. of shares (as a % of the total Share Cap. of the company).,60.59,61.43,61.53,61.64,61.69,
