0,1,2,3,4,5,6
Cash Flow of Larsen & Toubro (in Rs. Cr.),Mar 25,Mar 24,Mar 23,Mar 22,Mar 21,
,12 mths,12 mths,12 mths,12 mths,12 mths,
Net Profit/Loss Before Extraordinary Items And Tax,13098.98,10868.32,9832.70,9741.41,18455.65,
Net CashFlow From Operating Activities,12723.98,8293.55,7263.96,5998.79,8350.79,
Net Cash Used In Investing Activities,-6352.28,6361.89,-1752.71,4525.87,-591.89,
Net Cash Used From Financing Activities,-6725.16,-14522.06,-7441.39,-8360.36,-7851.77,
Foreign Exchange Gains / Losses,-3.98,3.34,14.40,28.98,0.00,
Adjustments On Amalgamation Merger Demerger Others,0.00,0.00,0.00,0.00,0.00,
Net Inc/Dec In Cash And Cash Equivalents,-357.44,136.72,-1915.74,2193.28,-92.87,
Cash And Cash Equivalents Begin of Year,3940.99,3802.49,5718.23,3524.95,3187.28,
Cash And Cash Equivalents End Of Year,3583.55,3939.21,3802.49,5718.23,3094.41,
