0,1,2,3,4,5,6
Profit & Loss account of Larsen & Toubro (in Rs. Cr.),Mar 10,Mar 09,Mar 08,Mar 07,Mar 06,
,12 mths,12 mths,12 mths,12 mths,12 mths,
INCOME,,,,,,
Revenue From Operations [Gross],37187.50,34249.85,25280.49,17983.37,15030.81,
Less: Excise/Sevice Tax/Other Levies,317.31,393.31,334.38,338.08,253.86,
Revenue From Operations [Net],36870.19,33856.54,24946.11,17645.29,14776.95,
Total Operating Revenues,36870.19,33856.54,24946.11,17645.29,14776.95,
Other Income,2185.95,840.12,616.69,469.68,465.14,
Total Revenue,39056.14,34696.66,25562.80,18114.97,15242.09,
EXPENSES,,,,,,
Cost Of Materials Consumed,8353.33,8094.08,7039.81,4448.11,3586.48,
Purchase Of Stock-In Trade,1574.28,1678.69,1581.90,1181.00,1145.80,
Operating And Direct Expenses,16913.31,15659.17,10632.83,7451.07,6647.70,
"Changes In Inventories Of FG,WIP And Stock-In Trade",422.99,-105.11,-746.17,-121.76,103.24,
Employee Benefit Expenses,2379.14,1998.02,1535.44,1258.21,890.03,
Finance Costs,505.31,350.22,122.66,92.99,130.54,
Depreciation And Amortisation Expenses,383.65,284.83,195.94,160.13,107.12,
Other Expenses,2633.62,2809.45,2042.24,1643.88,1325.24,
Total Expenses,33196.58,30790.51,22420.31,16113.63,13936.15,
"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",5859.56,3906.15,3142.49,2001.34,1305.94,
Exceptional Items,0.00,0.00,0.00,0.00,0.00,
Profit/Loss Before Tax,5859.56,3906.15,3142.49,2001.34,1305.94,
Tax Expenses-Continued Operations,,,,,,
Current Tax,1577.70,1109.82,892.79,612.32,359.05,
Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
Deferred Tax,-3.38,10.44,19.95,-25.63,-15.35,
Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
Total Tax Expenses,1577.02,1176.19,982.05,601.87,366.12,
Profit/Loss After Tax And Before ExtraOrdinary Items,4282.54,2729.96,2160.44,1399.47,939.82,
Profit/Loss From Continuing Operations,4373.13,3481.33,2172.65,1394.13,1007.72,
Profit/Loss For The Period,4373.13,3481.33,2172.65,1394.13,1007.72,
OTHER ADDITIONAL INFORMATION,,,,,,
EARNINGS PER SHARE,,,,,,
Basic EPS (Rs.),72.62,59.44,74.32,49.22,73.34,
Diluted EPS (Rs.),72.62,59.44,74.32,49.22,73.34,
"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
Imported Raw Materials,3735.72,2935.28,2343.24,1782.58,1346.78,
Indigenous Raw Materials,3127.44,3683.72,3546.04,1834.61,1592.71,
"STORES, SPARES AND LOOSE TOOLS",,,,,,
Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
Equity Share Dividend,752.75,614.97,495.32,368.25,302.25,
Tax On Dividend,110.25,101.83,76.26,53.34,42.39,
Equity Dividend Rate (%),625.00,525.00,850.00,650.00,1100.00,
