0,1,2,3,4,5,6
Key Financial Ratios of Axis Bank (in Rs. Cr.),Mar 15,Mar 14,Mar 13,Mar 12,Mar 11,
Per Share Ratios,,,,,,
Basic EPS (Rs.),31.18,132.56,119.67,102.94,82.95,
Diluted EPS (Rs.),30.85,132.23,118.85,102.20,81.61,
Cash EPS (Rs.),32.75,140.08,118.20,110.95,89.59,
Book Value [Excl. Reval Reserve]/Share (Rs.),188.47,813.47,707.50,551.99,462.77,
Book Value [Incl. Reval Reserve]/Share (Rs.),188.47,813.47,707.50,551.99,462.77,
Dividend/Share (Rs.),4.60,20.00,18.00,16.00,14.00,
Operating Revenue / Share (Rs.),149.67,652.16,580.88,532.30,369.14,
Net Profit/Share (Rs.),31.04,132.33,110.68,102.67,82.54,
Per Employee Ratios,,,,,,
Interest Income/ Employee (Rs.),8401278.17,7223280.39,7171993.98,6930067.24,5732856.36,
Net Profit/ Employee (Rs.),1742321.17,1465739.42,1366568.93,1336632.87,1281819.78,
Business/ Employee (Rs.),142913797.44,120464715.54,118619441.57,122838188.26,125457018.95,
Per Branch Ratios,,,,,,
Interest Income/ Branch (Rs.),137035912.32,127565176.52,139612606.06,135602018.50,109027379.86,
Net Profit/ Branches (Rs.),28419553.11,25885373.02,26602120.70,26154164.00,24377630.22,
Business/ Branches (Rs.),2331112269.60,2127440979.60,2309088574.73,2403599518.50,2385939781.29,
Key Performance Ratios,,,,,,
ROCE (%),2.99,3.10,2.82,2.68,2.73,
CASA (%),44.78,45.01,44.37,41.53,41.09,
Net Profit Margin (%),20.73,20.29,19.05,19.28,22.35,
Operating Profit Margin (%),32.57,32.12,31.93,31.56,30.26,
Return on Assets (%),1.59,1.62,1.52,1.48,1.39,
Return on Equity / Networth (%),16.46,16.26,15.64,18.59,17.83,
Net Interest Margin (X),3.07,3.11,2.83,2.80,2.70,
Cost to Income (%),40.74,40.81,42.63,44.70,42.69,
Interest Income/Total Assets (%),7.68,7.99,7.98,7.70,6.24,
Non-Interest Income/Total Assets (%),1.81,1.93,1.92,1.89,1.90,
Operating Profit/Total Assets (%),-0.21,-0.30,-0.40,-0.41,-0.51,
Operating Expenses/Total Assets (%),1.99,2.06,2.03,2.10,1.96,
Interest Expenses/Total Assets (%),4.60,4.87,5.14,4.89,3.53,
Valuation Ratios,,,,,,
Enterprise Value (Rs. Cr),515225.42,382812.64,342665.18,290822.09,259245.78,
EV Per Net Sales (X),14.52,12.49,12.61,13.22,17.11,
Price To Book Value (X),2.97,1.80,1.84,2.08,3.03,
Price To Sales (X),3.74,2.24,2.24,2.15,3.80,
Retention Ratios (%),85.21,84.88,83.70,84.48,83.08,
Earnings Yield (X),0.06,0.09,0.09,0.09,0.06,
