0,1,2,3,4,5,6
Key Financial Ratios of Axis Bank (in Rs. Cr.),Mar 25,Mar 24,Mar 23,Mar 22,Mar 21,
Per Share Ratios,,,,,,
Basic EPS (Rs.),85.28,80.67,31.17,42.48,22.15,
Diluted EPS (Rs.),84.77,80.10,31.02,42.35,22.09,
Cash EPS (Rs.),85.15,84.87,73.69,45.72,24.60,
Book Value [Excl. Reval Reserve]/Share (Rs.),580.25,489.42,407.61,375.19,331.63,
Book Value [Incl. Reval Reserve]/Share (Rs.),580.25,489.42,407.61,375.19,331.63,
Dividend/Share (Rs.),0.00,1.00,1.00,1.00,0.00,
Operating Revenue / Share (Rs.),396.07,354.34,276.79,219.49,207.74,
Net Profit/Share (Rs.),85.15,80.55,31.13,42.43,21.50,
Per Employee Ratios,,,,,,
Interest Income/ Employee (Rs.),0.00,10482750.52,9267205.55,7851404.72,8127663.04,
Net Profit/ Employee (Rs.),0.00,2382915.42,1042425.13,1517855.67,841368.03,
Business/ Employee (Rs.),0.00,194926750.79,195025795.06,178222555.05,169975387.64,
Per Branch Ratios,,,,,,
Interest Income/ Branch (Rs.),0.00,191706630.50,173449624.44,141607460.28,138540032.65,
Net Profit/ Branches (Rs.),0.00,43578322.87,19510546.84,27375952.92,14341533.74,
Business/ Branches (Rs.),0.00,3564784883.96,3650199697.35,3214411215.22,2897314471.05,
Key Performance Ratios,,,,,,
ROCE (%),2.73,2.62,1.57,2.20,2.70,
CASA (%),0.00,42.98,47.15,44.99,44.92,
Net Profit Margin (%),21.49,22.73,11.24,19.33,10.35,
Operating Profit Margin (%),33.13,34.36,16.11,26.93,14.94,
Return on Assets (%),1.63,1.68,0.72,1.10,0.66,
Return on Equity / Networth (%),14.67,16.45,7.63,11.30,6.48,
Net Interest Margin (X),3.37,3.37,3.26,2.81,2.93,
Cost to Income (%),35.98,48.67,66.70,48.83,41.68,
Interest Income/Total Assets (%),7.62,7.40,6.46,5.73,6.38,
Non-Interest Income/Total Assets (%),1.56,1.51,1.25,1.29,1.48,
Operating Profit/Total Assets (%),0.06,0.16,-0.52,-0.18,-0.82,
Operating Expenses/Total Assets (%),2.32,2.38,3.01,2.00,1.84,
Interest Expenses/Total Assets (%),4.24,4.02,3.20,2.91,3.45,
Valuation Ratios,,,,,,
Enterprise Value (Rs. Cr),1624757.10,1502940.84,1331259.85,1146320.64,1012067.14,
EV Per Net Sales (X),13.24,13.74,15.63,17.01,15.90,
Price To Book Value (X),1.90,2.14,2.11,2.03,2.10,
Price To Sales (X),2.78,2.96,3.10,3.47,3.36,
Retention Ratios (%),100.00,98.76,96.79,100.00,100.00,
Earnings Yield (X),0.08,0.08,0.04,0.06,0.03,
