0,1,2,3,4,5,6
Key Financial Ratios of Wipro (in Rs. Cr.),Mar 10,Mar 09,Mar 08,Mar 07,Mar 06,
Per Share Ratios,,,,,,
Basic EPS (Rs.),33.37,20.30,20.96,19.48,14.17,
Diluted EPS (Rs.),33.37,20.30,20.96,19.48,14.17,
Cash EPS (Rs.),37.31,23.94,24.08,21.95,16.22,
Book Value [ExclRevalReserve]/Share (Rs.),120.51,85.42,79.05,63.86,45.03,
Book Value [InclRevalReserve]/Share (Rs.),120.51,85.42,79.05,63.86,45.03,
Dividend / Share(Rs.),6.00,4.00,6.00,6.00,5.00,
Revenue from Operations/Share (Rs.),156.14,146.81,119.69,93.79,71.73,
PBDIT/Share (Rs.),43.38,29.20,27.66,24.29,18.49,
PBIT/Share (Rs.),39.43,25.56,24.54,21.82,16.44,
PBT/Share (Rs.),38.75,24.22,23.74,21.77,16.42,
Net Profit/Share (Rs.),33.37,20.30,20.96,19.48,14.17,
Profitability Ratios,,,,,,
PBDIT Margin (%),27.78,19.89,23.10,25.89,25.77,
PBIT Margin (%),25.25,17.41,20.50,23.26,22.91,
PBT Margin (%),24.81,16.49,19.83,23.21,22.88,
Net Profit Margin (%),21.36,13.82,17.51,20.76,19.75,
Return on Networth / Equity (%),27.68,23.76,26.51,30.50,31.46,
Return on Capital Employed (%),27.54,23.55,19.84,29.73,31.40,
Return on Assets (%),16.15,11.94,15.18,21.33,21.80,
Total Debt/Equity (X),0.31,0.40,0.33,0.03,0.01,
Asset Turnover Ratio (%),75.58,86.36,86.70,102.71,110.36,
Liquidity Ratios,,,,,,
Current Ratio (X),1.33,1.10,2.53,1.67,1.43,
Quick Ratio (X),1.28,1.06,2.44,1.61,1.37,
Inventory Turnover Ratio (X),37.77,46.80,39.04,56.92,68.80,
Dividend Payout Ratio (NP) (%),17.98,19.70,28.61,30.74,35.28,
Dividend Payout Ratio (CP) (%),16.08,16.70,24.90,27.28,30.82,
Earnings Retention Ratio (%),82.02,80.30,71.39,69.26,64.72,
Cash Earnings Retention Ratio (%),83.92,83.30,75.10,72.72,69.18,
Valuation Ratios,,,,,,
Enterprise Value (Cr.),103624.14,36555.80,62247.90,79852.07,78862.70,
EV/Net Operating Revenue (X),4.52,1.70,3.56,5.84,7.71,
EV/EBITDA (X),16.27,8.54,15.40,22.54,29.92,
MarketCap/Net Operating Revenue (X),4.53,1.67,3.55,5.95,7.79,
Retention Ratios (%),82.01,80.29,71.38,69.25,64.71,
Price/BV (X),5.87,2.87,5.38,8.74,12.40,
Price/Net Operating Revenue,4.53,1.67,3.55,5.95,7.79,
Earnings Yield,0.05,0.08,0.05,0.03,0.03,
