0,1,2,3,4,5,6
Key Financial Ratios of Wipro (in Rs. Cr.),Mar 15,Mar 14,Mar 13,Mar 12,Mar 11,
Per Share Ratios,,,,,,
Basic EPS (Rs.),33.38,30.09,23.03,19.13,19.88,
Diluted EPS (Rs.),33.28,30.01,22.99,19.09,19.78,
Cash EPS (Rs.),36.34,32.94,25.79,22.09,22.18,
Book Value [ExclRevalReserve]/Share (Rs.),140.25,119.04,98.37,99.05,86.88,
Book Value [InclRevalReserve]/Share (Rs.),140.25,119.04,98.37,99.05,86.88,
Dividend / Share(Rs.),12.00,8.00,7.00,6.00,6.00,
Revenue from Operations/Share (Rs.),166.94,157.17,134.90,128.87,107.17,
PBDIT/Share (Rs.),47.39,43.47,33.53,29.57,26.25,
PBIT/Share (Rs.),44.24,40.48,30.68,26.54,23.80,
PBT/Share (Rs.),42.77,38.96,29.25,24.07,23.25,
Net Profit/Share (Rs.),33.19,29.96,22.94,19.06,19.74,
Profitability Ratios,,,,,,
PBDIT Margin (%),28.38,27.65,24.85,22.94,24.49,
PBIT Margin (%),26.49,25.75,22.74,20.59,22.21,
PBT Margin (%),25.61,24.79,21.68,18.68,21.69,
Net Profit Margin (%),19.88,19.06,17.00,14.78,18.41,
Return on Networth / Equity (%),23.66,25.16,23.31,19.23,22.71,
Return on Capital Employed (%),22.73,23.96,22.98,17.44,20.35,
Return on Assets (%),15.34,16.15,13.88,12.13,14.19,
Total Debt/Equity (X),0.17,0.15,0.17,0.22,0.22,
Asset Turnover Ratio (%),77.15,84.73,81.62,82.08,77.08,
Liquidity Ratios,,,,,,
Current Ratio (X),2.30,2.19,1.76,2.17,2.10,
Quick Ratio (X),2.27,2.17,1.74,2.10,2.03,
Inventory Turnover Ratio (X),85.96,169.76,103.67,40.36,36.28,
Dividend Payout Ratio (NP) (%),36.17,26.71,30.52,31.48,30.40,
Dividend Payout Ratio (CP) (%),33.03,24.29,27.15,27.16,27.05,
Earnings Retention Ratio (%),63.83,73.29,69.48,68.52,69.60,
Cash Earnings Retention Ratio (%),66.97,75.71,72.85,72.84,72.95,
Valuation Ratios,,,,,,
Enterprise Value (Cr.),145338.53,127760.56,103915.65,106938.55,116882.32,
EV/Net Operating Revenue (X),3.53,3.30,3.13,3.38,4.44,
EV/EBITDA (X),12.42,11.92,12.58,14.71,18.14,
MarketCap/Net Operating Revenue (X),3.76,3.45,3.24,3.41,4.46,
Retention Ratios (%),63.82,73.28,69.47,68.51,69.59,
Price/BV (X),4.48,4.56,4.44,4.43,5.51,
Price/Net Operating Revenue,3.76,3.45,3.24,3.41,4.46,
Earnings Yield,0.05,0.06,0.05,0.04,0.04,
