0,1,2,3,4,5,6
Key Financial Ratios of Wipro (in Rs. Cr.),Mar 25,Mar 24,Mar 23,Mar 22,Mar 21,
Per Share Ratios,,,,,,
Basic EPS (Rs.),10.32,17.24,16.75,22.20,17.81,
Diluted EPS (Rs.),10.29,17.19,16.75,22.14,17.77,
Cash EPS (Rs.),11.69,20.31,19.62,24.85,20.83,
Book Value [ExclRevalReserve]/Share (Rs.),60.07,110.59,114.36,99.14,82.57,
Book Value [InclRevalReserve]/Share (Rs.),60.07,110.59,114.36,99.14,82.57,
Dividend / Share(Rs.),6.00,1.00,1.00,6.00,1.00,
Revenue from Operations/Share (Rs.),64.26,127.83,123.46,108.67,91.80,
PBDIT/Share (Rs.),16.10,28.19,26.40,31.22,26.35,
PBIT/Share (Rs.),14.72,25.33,23.50,28.51,23.89,
PBT/Share (Rs.),13.78,23.77,22.36,27.84,23.15,
Net Profit/Share (Rs.),10.31,17.45,16.72,22.14,18.36,
Profitability Ratios,,,,,,
PBDIT Margin (%),25.05,22.05,21.38,28.73,28.70,
PBIT Margin (%),22.90,19.81,19.03,26.23,26.01,
PBT Margin (%),21.44,18.59,18.10,25.62,25.21,
Net Profit Margin (%),16.03,13.65,13.54,20.36,20.00,
Return on Networth / Equity (%),17.15,15.78,14.62,22.32,22.23,
Return on Capital Employed (%),22.15,20.94,19.40,27.32,27.49,
Return on Assets (%),11.72,11.16,10.75,15.09,15.30,
Total Debt/Equity (X),0.10,0.07,0.08,0.14,0.13,
Asset Turnover Ratio (%),0.77,0.80,0.82,0.82,0.77,
Liquidity Ratios,,,,,,
Current Ratio (X),2.68,2.74,2.86,2.23,2.50,
Quick Ratio (X),2.68,2.74,2.86,2.23,2.50,
Inventory Turnover Ratio (X),0.00,0.00,0.00,0.00,0.00,
Dividend Payout Ratio (NP) (%),0.00,5.72,5.97,27.10,5.44,
Dividend Payout Ratio (CP) (%),0.00,4.92,5.09,24.14,4.80,
Earnings Retention Ratio (%),0.00,94.28,94.03,72.90,94.56,
Cash Earnings Retention Ratio (%),0.00,95.08,94.91,75.86,95.20,
Valuation Ratios,,,,,,
Enterprise Value (Cr.),276213.72,251210.53,201130.34,327315.40,222962.28,
EV/Net Operating Revenue (X),4.10,3.76,2.97,5.49,4.43,
EV/EBITDA (X),16.38,17.06,13.88,19.12,15.44,
MarketCap/Net Operating Revenue (X),4.08,3.76,2.96,5.45,4.51,
Retention Ratios (%),0.00,94.27,94.02,72.89,94.55,
Price/BV (X),4.36,4.34,3.19,5.97,5.02,
Price/Net Operating Revenue,4.08,3.76,2.96,5.45,4.51,
Earnings Yield,0.04,0.04,0.05,0.04,0.04,
