0,1,2,3,4,5,6
Profit & Loss account of Kotak Mahindra Bank (in Rs. Cr.),Mar 15,Mar 14,Mar 13,Mar 12,Mar 11,
,12 mths,12 mths,12 mths,12 mths,12 mths,
INCOME,,,,,,
Interest / Discount on Advances / Bills,7468.67,6674.82,6146.09,4867.44,3214.35,
Income from Investments,2215.85,2050.04,1869.83,1306.35,957.18,
Interest on Balance with RBI and Other Inter-Bank funds,24.06,27.17,24.33,4.07,17.19,
Others,11.29,15.08,2.24,2.37,1.04,
Total Interest Earned,9719.87,8767.12,8042.49,6180.24,4189.75,
Other Income,2028.45,1399.71,1160.66,977.35,780.53,
Total Income,11748.32,10166.83,9203.15,7157.58,4970.29,
EXPENDITURE,,,,,,
Interest Expended,5496.13,5047.07,4836.82,3667.75,2092.18,
Payments to and Provisions for Employees,1466.68,1172.16,1075.14,902.36,783.83,
Depreciation,193.00,165.18,132.53,116.76,98.27,
Operating Expenses (excludes Employee Cost & Depreciation),1595.05,1205.27,1002.06,815.71,671.22,
Total Operating Expenses,3254.73,2542.61,2209.73,1834.83,1553.32,
Provision Towards Income Tax,895.97,741.78,632.89,493.15,360.91,
Provision Towards Deferred Tax,70.95,28.11,-21.58,21.69,8.59,
Other Provisions and Contingencies,0.00,0.00,0.00,0.00,0.00,
Total Provisions and Contingencies,1131.48,1074.63,795.89,569.95,506.61,
Total Expenditure,9882.34,8664.31,7842.44,6072.53,4152.10,
Net Profit / Loss for The Year,1865.98,1502.52,1360.72,1085.05,818.18,
Net Profit / Loss After EI & Prior Year Items,1865.98,1502.52,1360.72,1085.05,818.18,
Profit / Loss Brought Forward,4005.29,3016.60,2162.79,1494.52,965.91,
Total Profit / Loss available for Appropriations,5871.27,4519.12,3523.51,2579.57,1784.09,
APPROPRIATIONS,,,,,,
Transfer To / From Statutory Reserve,466.50,375.63,340.18,271.27,204.55,
Transfer To / From Capital Reserve,5.91,0.40,0.00,0.02,0.69,
Transfer To / From Revenue And Other Reserves,0.00,0.00,0.00,0.00,0.00,
Dividend and Dividend Tax for The Previous Year,0.00,0.00,0.00,0.00,0.00,
Equity Share Dividend,82.07,63.08,52.38,44.49,36.88,
Tax On Dividend,13.58,8.69,7.29,7.22,4.37,
Balance Carried Over To Balance Sheet,5095.26,4005.29,3016.60,2162.79,1494.52,
Total Appropriations,5871.27,4519.12,3523.51,2579.57,1784.09,
OTHER INFORMATION,,,,,,
EARNINGS PER SHARE,,,,,,
Basic EPS (Rs.),24.20,19.62,18.31,14.69,11.35,
Diluted EPS (Rs.),24.14,19.59,18.24,14.61,11.28,
DIVIDEND PERCENTAGE,,,,,,
Equity Dividend Rate (%),18.00,16.00,14.00,12.00,10.00,
