0,1,2,3,4,5,6
Quarterly Results of Kotak Mahindra Bank (in Rs. Cr.),Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,
Interest Earned,,,,,,
(a) Int. /Disc. on Adv/Bills,1962.58,1922.60,1825.78,1757.71,1707.16,
(b) Income on Investment,612.32,564.94,521.64,516.95,498.20,
(c) Int. on balances With RBI,4.10,11.00,3.26,5.70,6.84,
others,1.94,1.56,1.80,5.99,0.28,
Other Income,668.14,494.10,466.45,399.76,340.48,
EXPENDITURE,,,,,,
Interest Expended,1457.77,1440.66,1313.55,1284.15,1245.94,
Employees Cost,378.90,367.90,354.52,348.41,315.66,
Other Expenses,551.68,448.07,417.22,388.03,384.26,
Depreciation,--,--,--,--,--,
Operating Profit before Provisions and contingencies,860.73,737.57,733.64,665.52,607.10,
Provisions And Contingencies,66.94,29.92,53.65,13.99,-6.19,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,793.79,707.65,679.99,651.53,613.29,
Tax,266.65,243.13,235.47,221.73,206.11,
P/L After Tax from Ordinary Activities,527.14,464.52,444.52,429.80,407.18,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,527.14,464.52,444.52,429.80,407.18,
Equity Share Capital,386.18,385.86,385.67,385.23,385.16,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
ANALYTICAL RATIOS,,,,,,
a) % of Share by Govt.,--,--,--,--,--,
b) Capital Adequacy Ratio - Basel -I,--,--,--,--,--,
c) Capital Adequacy Ratio - Basel -II,--,--,--,--,19.01,
EPS Before Extra Ordinary,,,,,,
Basic EPS,6.83,6.02,5.77,5.58,5.29,
Diluted EPS,6.81,6.01,5.75,5.57,5.28,
EPS After Extra Ordinary,,,,,,
Basic EPS.,6.83,6.02,5.77,5.58,5.29,
Diluted EPS.,6.81,6.01,5.75,5.57,5.28,
NPA Ratios :,,,,,,
i) Gross NPA,1237.23,1219.86,1165.40,1079.02,1059.44,
ii) Net NPA,609.08,629.81,611.47,559.54,573.56,
i) % of Gross NPA,1.85,1.87,1.89,1.88,1.98,
ii) % of Net NPA,0.92,0.97,1.00,0.98,1.08,
Return on Assets %,0.51,0.48,0.49,0.49,0.48,
Public Share Holding,,,,,,
No Of Shares (Crores),46.33,46.26,46.22,45.98,43.46,
Share Holding (%),59.98,59.95,59.93,59.67,56.42,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,30.91,30.91,30.91,31.07,33.57,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,100.00,100.00,100.00,100.00,100.00,
- Per. of shares (as a % of the total Share Cap. of the company).,40.02,40.05,40.07,40.33,43.58,
yrc,201503,201412,201409,201406,201403,
