0,1,2,3,4,5,6
Quarterly Results of Kotak Mahindra Bank (in Rs. Cr.),Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,
Interest Earned,,,,,,
(a) Int. /Disc. on Adv/Bills,10485.22,10348.96,10132.72,9779.27,9473.58,
(b) Income on Investment,2743.35,2721.46,2771.91,2592.18,2466.42,
(c) Int. on balances With RBI,153.29,244.97,224.47,271.80,160.13,
others,147.91,112.19,87.17,102.86,206.93,
Other Income,3182.46,2622.80,2684.19,2929.04,2978.29,
EXPENDITURE,,,,,,
Interest Expended,6246.20,6231.33,6196.66,5903.76,5397.71,
Employees Cost,2106.26,1952.48,1951.39,1870.50,1826.42,
Other Expenses,2887.57,2685.56,2653.16,2646.78,2599.66,
Depreciation,--,--,--,--,--,
Operating Profit before Provisions and contingencies,5472.20,5181.01,5099.25,5254.11,5461.56,
Provisions And Contingencies,909.38,794.11,660.39,578.48,263.73,
Exceptional Items,--,--,--,3519.90,--,
P/L Before Tax,4562.82,4386.90,4438.86,8195.53,5197.83,
Tax,1011.08,1082.10,1095.14,1945.71,1064.53,
P/L After Tax from Ordinary Activities,3551.74,3304.80,3343.72,6249.82,4133.30,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,3551.74,3304.80,3343.72,6249.82,4133.30,
Equity Share Capital,994.11,994.09,994.06,993.98,993.96,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
ANALYTICAL RATIOS,,,,,,
a) % of Share by Govt.,--,--,--,--,--,
b) Capital Adequacy Ratio - Basel -I,--,--,--,--,--,
c) Capital Adequacy Ratio - Basel -II,--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,17.86,16.62,16.82,31.44,20.60,
Diluted EPS,17.86,16.62,16.82,31.44,20.60,
EPS After Extra Ordinary,,,,,,
Basic EPS.,17.86,16.62,16.82,31.44,20.60,
Diluted EPS.,17.86,16.62,16.82,31.44,20.60,
NPA Ratios :,,,,,,
i) Gross NPA,6133.85,6266.25,6033.17,5477.15,5274.78,
ii) Net NPA,1343.44,1680.98,1723.83,1376.33,1270.57,
i) % of Gross NPA,1.42,1.50,1.49,1.39,1.39,
ii) % of Net NPA,0.31,0.41,0.43,0.35,0.34,
Return on Assets %,0.54,0.53,0.55,1.05,0.74,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
yrc,202503,202412,202409,202406,202403,
