0,1,2,3,4,5,6
Quarterly Results of Kotak Mahindra Bank (in Rs. Cr.),Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,
Interest Earned,,,,,,
(a) Int. /Disc. on Adv/Bills,3559.47,3478.15,3367.62,3403.06,3349.23,
(b) Income on Investment,973.40,885.79,848.16,937.86,947.81,
(c) Int. on balances With RBI,149.09,215.27,138.58,31.80,18.21,
others,78.18,76.57,77.64,94.89,97.22,
Other Income,953.88,906.88,1002.65,910.22,831.11,
EXPENDITURE,,,,,,
Interest Expended,2447.48,2410.23,2270.63,2417.29,2417.11,
Employees Cost,722.96,706.16,680.61,697.40,699.49,
Other Expenses,818.77,850.91,781.41,735.44,686.90,
Depreciation,--,--,--,--,--,
Operating Profit before Provisions and contingencies,1724.81,1595.36,1702.00,1527.70,1440.08,
Provisions And Contingencies,216.53,203.74,267.37,192.10,197.76,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,1508.28,1391.62,1434.63,1335.60,1242.32,
Tax,513.97,478.89,458.15,455.84,429.03,
P/L After Tax from Ordinary Activities,994.31,912.73,976.48,879.76,813.29,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,994.31,912.73,976.48,879.76,813.29,
Equity Share Capital,952.00,951.75,920.45,919.63,918.64,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
ANALYTICAL RATIOS,,,,,,
a) % of Share by Govt.,--,--,--,--,--,
b) Capital Adequacy Ratio - Basel -I,--,--,--,--,--,
c) Capital Adequacy Ratio - Basel -II,--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,5.22,4.88,5.31,4.79,4.43,
Diluted EPS,5.22,4.87,5.30,4.78,4.42,
EPS After Extra Ordinary,,,,,,
Basic EPS.,5.22,4.88,5.31,4.79,4.43,
Diluted EPS.,5.22,4.87,5.30,4.78,4.42,
NPA Ratios :,,,,,,
i) Gross NPA,3814.17,3726.62,3578.61,3177.88,3180.66,
ii) Net NPA,1918.83,1777.93,1718.07,1379.07,1516.76,
i) % of Gross NPA,2.47,2.58,2.59,2.42,2.49,
ii) % of Net NPA,1.26,1.25,1.26,1.07,1.20,
Return on Assets %,0.44,0.42,0.47,0.44,0.42,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
yrc,201709,201706,201703,201612,201609,
