0,1,2,3,4,5,6
Quarterly Results of Kotak Mahindra Bank (in Rs. Cr.),Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,
Interest Earned,,,,,,
(a) Int. /Disc. on Adv/Bills,6397.58,5656.76,5222.99,4963.08,4611.52,
(b) Income on Investment,1486.03,1441.91,1591.55,1677.51,1721.79,
(c) Int. on balances With RBI,148.71,192.10,170.81,205.82,206.98,
others,60.49,47.72,80.59,50.41,55.99,
Other Income,1954.19,1243.76,1826.32,1363.66,1812.59,
EXPENDITURE,,,,,,
Interest Expended,2993.40,2641.45,2544.54,2562.52,2575.72,
Employees Cost,1414.74,1172.84,1122.80,1199.84,1177.41,
Other Expenses,2071.35,1984.70,1885.02,1797.12,1535.58,
Depreciation,--,--,--,--,--,
Operating Profit before Provisions and contingencies,3567.51,2783.26,3339.90,2701.00,3120.16,
Provisions And Contingencies,137.00,23.59,-306.21,-131.74,423.99,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,3430.51,2759.67,3646.11,2832.74,2696.17,
Tax,849.83,688.52,878.71,701.38,664.16,
P/L After Tax from Ordinary Activities,2580.68,2071.15,2767.40,2131.36,2032.01,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,2580.68,2071.15,2767.40,2131.36,2032.01,
Equity Share Capital,992.87,992.72,992.33,991.95,991.54,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
ANALYTICAL RATIOS,,,,,,
a) % of Share by Govt.,--,--,--,--,--,
b) Capital Adequacy Ratio - Basel -I,--,--,--,--,--,
c) Capital Adequacy Ratio - Basel -II,--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,13.00,10.43,13.74,10.75,10.25,
Diluted EPS,12.99,10.43,13.74,10.74,10.24,
EPS After Extra Ordinary,,,,,,
Basic EPS.,13.00,10.43,13.74,10.75,10.25,
Diluted EPS.,12.99,10.43,13.74,10.74,10.24,
NPA Ratios :,,,,,,
i) Gross NPA,6210.23,6378.57,6469.74,6982.80,7657.96,
ii) Net NPA,1630.37,1749.33,1736.71,2003.53,2491.44,
i) % of Gross NPA,2.08,2.24,2.34,2.71,3.19,
ii) % of Net NPA,0.55,0.62,0.64,0.79,1.06,
Return on Assets %,0.59,0.50,0.67,0.51,0.52,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
yrc,202209,202206,202203,202112,202109,
