0,1,2,3,4,5,6
Quarterly Results of Kotak Mahindra Bank (in Rs. Cr.),Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,
Interest Earned,,,,,,
(a) Int. /Disc. on Adv/Bills,9209.87,8676.30,8298.24,7780.85,7143.26,
(b) Income on Investment,2275.79,2148.47,2007.40,1884.34,1646.37,
(c) Int. on balances With RBI,239.88,273.55,105.82,86.94,122.54,
others,73.48,94.51,88.54,68.81,86.44,
Other Income,2297.02,2314.53,2683.26,2186.29,2099.98,
EXPENDITURE,,,,,,
Interest Expended,5245.50,4896.19,4266.31,3718.39,3345.69,
Employees Cost,1748.34,1634.61,1647.00,1454.49,1477.76,
Other Expenses,2535.99,2366.45,2320.38,2186.98,2425.30,
Depreciation,--,--,--,--,--,
Operating Profit before Provisions and contingencies,4566.21,4610.11,4949.57,4647.37,3849.84,
Provisions And Contingencies,579.14,366.55,364.31,147.57,148.83,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,3987.07,4243.56,4585.26,4499.80,3701.01,
Tax,982.06,1052.59,1132.96,1004.21,909.13,
P/L After Tax from Ordinary Activities,3005.01,3190.97,3452.30,3495.59,2791.88,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,3005.01,3190.97,3452.30,3495.59,2791.88,
Equity Share Capital,993.83,993.75,993.61,993.28,993.04,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
ANALYTICAL RATIOS,,,,,,
a) % of Share by Govt.,--,--,--,--,--,
b) Capital Adequacy Ratio - Basel -I,--,--,--,--,--,
c) Capital Adequacy Ratio - Basel -II,--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,15.12,16.06,17.38,17.39,14.06,
Diluted EPS,15.12,16.05,17.38,17.39,14.06,
EPS After Extra Ordinary,,,,,,
Basic EPS.,15.12,16.06,17.38,17.39,14.06,
Diluted EPS.,15.12,16.05,17.38,17.39,14.06,
NPA Ratios :,,,,,,
i) Gross NPA,6301.67,6087.23,5909.24,5768.32,5994.57,
ii) Net NPA,1225.26,1274.81,1301.80,1193.30,1344.77,
i) % of Gross NPA,1.73,1.72,1.77,1.78,1.90,
ii) % of Net NPA,0.34,0.37,0.40,0.37,0.43,
Return on Assets %,0.55,0.62,0.70,0.74,0.62,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
yrc,202312,202309,202306,202303,202212,
