0,1,2,3,4,5,6
Key Financial Ratios of Maruti Suzuki India (in Rs. Cr.),Mar 25,Mar 24,Mar 23,Mar 22,Mar 21,
Per Share Ratios,,,,,,
Basic EPS (Rs.),443.86,431.08,266.46,124.68,140.02,
Diluted EPS (Rs.),443.86,431.08,266.46,124.68,140.02,
Cash EPS (Rs.),544.35,516.28,360.02,216.98,240.44,
Book Value [ExclRevalReserve]/Share (Rs.),2991.31,2671.18,1999.40,1790.93,1700.89,
Book Value [InclRevalReserve]/Share (Rs.),2991.31,2671.18,1999.40,1790.93,1700.89,
Dividend / Share(Rs.),135.00,125.00,90.00,60.00,45.00,
Revenue from Operations/Share (Rs.),4831.43,4482.59,3891.49,2923.70,2328.89,
PBDIT/Share (Rs.),716.78,644.27,436.06,248.17,274.56,
PBIT/Share (Rs.),616.29,548.14,342.57,155.90,174.18,
PBT/Share (Rs.),610.15,542.00,336.39,151.73,170.84,
Net Profit/Share (Rs.),443.87,420.15,266.53,124.71,140.06,
Profitability Ratios,,,,,,
PBDIT Margin (%),14.83,14.37,11.20,8.48,11.78,
PBIT Margin (%),12.75,12.22,8.80,5.33,7.47,
PBT Margin (%),12.62,12.09,8.64,5.18,7.33,
Net Profit Margin (%),9.18,9.37,6.84,4.26,6.01,
Return on Networth / Equity (%),14.83,15.72,13.33,6.96,8.23,
Return on Capital Employed (%),19.59,19.72,16.40,8.35,9.74,
Return on Assets (%),11.10,11.97,9.67,5.13,6.03,
Total Debt/Equity (X),0.00,0.00,0.02,0.01,0.01,
Asset Turnover Ratio (%),1.29,1.46,1.50,1.23,100.37,
Liquidity Ratios,,,,,,
Current Ratio (X),0.87,0.77,0.58,0.99,1.15,
Quick Ratio (X),0.68,0.60,0.36,0.78,0.96,
Inventory Turnover Ratio (X),11.45,10.93,11.94,12.07,23.06,
Dividend Payout Ratio (NP) (%),0.00,20.58,22.51,36.09,42.85,
Dividend Payout Ratio (CP) (%),0.00,16.74,16.67,20.74,24.96,
Earnings Retention Ratio (%),0.00,79.42,77.49,63.91,57.15,
Cash Earnings Retention Ratio (%),0.00,83.26,83.33,79.26,75.04,
Valuation Ratios,,,,,,
Enterprise Value (Cr.),361787.99,396128.96,251616.13,225654.68,204616.85,
EV/Net Operating Revenue (X),2.38,2.81,2.14,2.56,2.91,
EV/EBITDA (X),16.05,19.56,19.11,30.11,24.68,
MarketCap/Net Operating Revenue (X),2.38,2.81,2.13,2.59,2.95,
Retention Ratios (%),0.00,79.41,77.48,63.90,57.14,
Price/BV (X),3.85,4.72,4.15,4.22,4.03,
Price/Net Operating Revenue,2.38,2.81,2.13,2.59,2.95,
Earnings Yield,0.04,0.03,0.03,0.02,0.02,
