0,1,2,3,4,5,6
Key Financial Ratios of Maruti Suzuki India (in Rs. Cr.),Mar 15,Mar 14,Mar 13,Mar 12,Mar 11,
Per Share Ratios,,,,,,
Basic EPS (Rs.),122.85,92.13,79.19,56.60,79.22,
Diluted EPS (Rs.),122.85,92.13,79.19,56.60,79.22,
Cash EPS (Rs.),204.69,161.17,140.84,95.97,114.26,
Book Value [ExclRevalReserve]/Share (Rs.),784.91,694.64,615.20,525.52,479.84,
Book Value [InclRevalReserve]/Share (Rs.),784.91,694.64,615.20,525.52,479.84,
Dividend / Share(Rs.),25.00,12.00,8.00,7.50,7.50,
Revenue from Operations/Share (Rs.),1654.66,1447.04,1443.31,1231.39,1267.07,
PBDIT/Share (Rs.),249.82,195.99,166.95,115.56,143.51,
PBIT/Share (Rs.),168.02,126.97,105.32,76.17,108.44,
PBT/Share (Rs.),161.20,121.14,99.04,74.26,107.57,
Net Profit/Share (Rs.),122.89,92.15,79.21,56.58,79.19,
Profitability Ratios,,,,,,
PBDIT Margin (%),15.09,13.54,11.56,9.38,11.32,
PBIT Margin (%),10.15,8.77,7.29,6.18,8.55,
PBT Margin (%),9.74,8.37,6.86,6.03,8.48,
Net Profit Margin (%),7.42,6.36,5.48,4.59,6.24,
Return on Networth / Equity (%),15.65,13.26,12.87,10.76,16.50,
Return on Capital Employed (%),15.00,12.39,11.95,10.37,15.88,
Return on Assets (%),11.06,9.11,8.94,7.33,12.42,
Total Debt/Equity (X),0.01,0.08,0.07,0.07,0.01,
Asset Turnover Ratio (%),148.93,143.11,163.04,159.56,198.74,
Liquidity Ratios,,,,,,
Current Ratio (X),0.93,1.76,1.63,1.69,2.39,
Quick Ratio (X),0.63,1.54,1.35,1.42,2.04,
Inventory Turnover Ratio (X),19.11,25.62,23.68,19.81,25.88,
Dividend Payout Ratio (NP) (%),20.34,13.02,10.10,13.25,9.46,
Dividend Payout Ratio (CP) (%),12.21,7.44,5.68,7.81,6.56,
Earnings Retention Ratio (%),79.66,86.98,89.90,86.75,90.54,
Cash Earnings Retention Ratio (%),87.79,92.56,94.32,92.19,93.44,
Valuation Ratios,,,,,,
Enterprise Value (Cr.),111879.25,60591.68,39261.14,37631.19,34178.30,
EV/Net Operating Revenue (X),2.24,1.39,0.90,1.06,0.93,
EV/EBITDA (X),14.83,10.24,7.79,11.27,8.24,
MarketCap/Net Operating Revenue (X),2.24,1.36,0.89,1.10,1.00,
Retention Ratios (%),79.65,86.97,89.89,86.74,90.53,
Price/BV (X),4.71,2.84,2.08,2.57,2.63,
Price/Net Operating Revenue,2.24,1.36,0.89,1.10,1.00,
Earnings Yield,0.03,0.05,0.06,0.04,0.06,
