0,1,2,3,4,5,6
Key Financial Ratios of Maruti Suzuki India (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
Per Share Ratios,,,,,,
Basic EPS (Rs.),187.06,248.30,255.62,243.32,177.58,
Diluted EPS (Rs.),187.06,248.30,255.62,243.32,177.58,
Cash EPS (Rs.),303.85,348.33,347.01,329.55,271.01,
Book Value [ExclRevalReserve]/Share (Rs.),1603.87,1527.86,1382.69,1206.33,989.54,
Book Value [InclRevalReserve]/Share (Rs.),1603.87,1527.86,1382.69,1206.33,989.54,
Dividend / Share(Rs.),60.00,80.00,80.00,75.00,35.00,
Revenue from Operations/Share (Rs.),2503.66,2848.35,2641.15,2252.81,1905.24,
PBDIT/Share (Rs.),355.08,449.02,467.12,418.93,342.56,
PBIT/Share (Rs.),238.33,349.05,375.80,332.77,249.18,
PBT/Share (Rs.),233.93,346.54,364.35,329.81,246.48,
Net Profit/Share (Rs.),187.11,248.36,255.69,243.38,177.63,
Profitability Ratios,,,,,,
PBDIT Margin (%),14.18,15.76,17.68,18.59,17.98,
PBIT Margin (%),9.51,12.25,14.22,14.77,13.07,
PBT Margin (%),9.34,12.16,13.79,14.64,12.93,
Net Profit Margin (%),7.47,8.71,9.68,10.80,9.32,
Return on Networth / Equity (%),11.66,16.25,18.49,20.17,17.95,
Return on Capital Employed (%),14.04,21.60,25.83,26.42,17.35,
Return on Assets (%),9.03,11.91,13.00,14.34,12.79,
Total Debt/Equity (X),0.00,0.00,0.00,0.01,0.00,
Asset Turnover Ratio (%),120.87,136.68,134.34,132.74,137.19,
Liquidity Ratios,,,,,,
Current Ratio (X),0.75,0.87,0.51,0.66,0.71,
Quick Ratio (X),0.46,0.64,0.31,0.42,0.43,
Inventory Turnover Ratio (X),23.52,25.87,25.23,20.86,18.37,
Dividend Payout Ratio (NP) (%),42.76,32.21,29.34,14.38,14.07,
Dividend Payout Ratio (CP) (%),26.33,22.97,21.61,10.62,9.22,
Earnings Retention Ratio (%),57.24,67.79,70.66,85.62,85.93,
Cash Earnings Retention Ratio (%),73.67,77.03,78.39,89.38,90.78,
Valuation Ratios,,,,,,
Enterprise Value (Cr.),129575.25,201456.04,267706.83,182403.66,112352.02,
EV/Net Operating Revenue (X),1.71,2.34,3.36,2.68,1.95,
EV/EBITDA (X),12.08,14.86,18.98,14.42,10.86,
MarketCap/Net Operating Revenue (X),1.71,2.34,3.36,2.67,1.95,
Retention Ratios (%),57.23,67.78,70.65,85.61,85.92,
Price/BV (X),2.67,4.37,6.41,4.99,3.76,
Price/Net Operating Revenue,1.71,2.34,3.36,2.67,1.95,
Earnings Yield,0.04,0.04,0.03,0.04,0.05,
