0,1,2,3,4,5,6
Key Financial Ratios of Kotak Mahindra Bank (in Rs. Cr.),Mar 15,Mar 14,Mar 13,Mar 12,Mar 11,
Per Share Ratios,,,,,,
Basic EPS (Rs.),24.20,19.62,18.31,14.69,11.35,
Diluted EPS (Rs.),24.14,19.59,18.24,14.61,11.28,
Cash EPS (Rs.),26.66,21.65,20.00,16.23,12.44,
Book Value [Excl. Reval Reserve]/Share (Rs.),183.13,159.46,126.77,107.75,92.74,
Book Value [Incl. Reval Reserve]/Share (Rs.),183.13,159.46,126.77,107.75,92.74,
Dividend/Share (Rs.),0.90,0.80,0.70,0.60,0.50,
Operating Revenue / Share (Rs.),125.85,113.81,107.72,83.44,56.86,
Net Profit/Share (Rs.),24.16,19.51,18.23,14.65,11.10,
Per Employee Ratios,,,,,,
Interest Income/ Employee (Rs.),5399926.11,5479447.13,5957399.70,5150196.83,3808865.45,
Net Profit/ Employee (Rs.),1036654.78,939074.38,1007938.67,904210.83,743801.91,
Business/ Employee (Rs.),78345011.89,70062476.19,73702036.37,64679794.00,53263886.64,
Per Branch Ratios,,,,,,
Interest Income/ Branch (Rs.),142103318.71,144910998.35,184038663.62,174091160.56,130521869.16,
Net Profit/ Branches (Rs.),27280388.89,24835024.79,31137693.36,30564873.24,25488538.94,
Business/ Branches (Rs.),2061710839.18,1852891932.23,2276836363.84,2186359233.80,1825242221.18,
Key Performance Ratios,,,,,,
ROCE (%),2.96,3.05,2.66,2.62,2.77,
CASA (%),36.35,31.87,29.23,32.18,30.04,
Net Profit Margin (%),19.19,17.13,16.91,17.55,19.52,
Operating Profit Margin (%),29.84,29.34,31.16,31.09,28.42,
Return on Assets (%),1.76,1.71,1.62,1.65,1.60,
Return on Equity / Networth (%),13.19,12.23,14.37,13.59,11.97,
Net Interest Margin (X),3.98,4.24,3.83,3.82,4.12,
Cost to Income (%),52.05,49.66,50.60,52.57,53.97,
Interest Income/Total Assets (%),9.16,10.00,9.60,9.41,8.23,
Non-Interest Income/Total Assets (%),1.91,1.59,1.38,1.48,1.53,
Operating Profit/Total Assets (%),-0.15,0.11,0.23,0.16,0.07,
Operating Expenses/Total Assets (%),3.07,2.90,2.64,2.79,3.05,
Interest Expenses/Total Assets (%),5.18,5.76,5.77,5.58,4.11,
Valuation Ratios,,,,,,
Enterprise Value (Rs. Cr),184503.21,128949.87,117865.60,93294.25,72541.17,
EV Per Net Sales (X),18.98,14.71,14.66,15.10,17.31,
Price To Book Value (X),7.17,4.88,5.14,5.03,4.93,
Price To Sales (X),10.43,6.84,6.05,6.50,8.03,
Retention Ratios (%),95.60,95.80,96.15,95.89,95.49,
Earnings Yield (X),0.02,0.03,0.03,0.03,0.02,
