0,1,2,3,4,5,6
Key Financial Ratios of Kotak Mahindra Bank (in Rs. Cr.),Mar 25,Mar 24,Mar 23,Mar 22,Mar 21,
Per Share Ratios,,,,,,
Basic EPS (Rs.),82.74,69.15,54.89,43.02,35.17,
Diluted EPS (Rs.),82.74,69.15,54.89,43.01,35.14,
Cash EPS (Rs.),82.74,72.42,57.39,45.11,36.99,
Book Value [Excl. Reval Reserve]/Share (Rs.),589.67,486.53,417.91,362.72,319.04,
Book Value [Incl. Reval Reserve]/Share (Rs.),589.67,486.53,417.91,362.72,319.04,
Dividend/Share (Rs.),0.00,2.00,1.50,1.10,0.90,
Operating Revenue / Share (Rs.),266.17,230.39,172.41,136.24,135.43,
Net Profit/Share (Rs.),82.74,69.33,55.07,43.19,35.14,
Per Employee Ratios,,,,,,
Interest Income/ Employee (Rs.),0.00,5879192.68,4661184.65,4096790.82,5191541.14,
Net Profit/ Employee (Rs.),0.00,1769137.66,1488724.31,1298892.45,1347163.75,
Business/ Employee (Rs.),0.00,105908730.55,92943381.28,88323896.24,97444616.50,
Per Branch Ratios,,,,,,
Interest Income/ Branch (Rs.),0.00,235107346.00,192420510.67,159051878.82,167333339.78,
Net Profit/ Branches (Rs.),0.00,70747342.92,61456714.04,50427589.41,43421674.56,
Business/ Branches (Rs.),0.00,4235261863.45,3836838539.33,3429045383.53,3140827102.87,
Key Performance Ratios,,,,,,
ROCE (%),3.16,3.41,3.15,2.93,3.32,
CASA (%),0.00,45.50,52.82,60.68,60.44,
Net Profit Margin (%),31.08,30.09,31.93,31.70,25.94,
Operating Profit Margin (%),32.52,38.00,38.20,36.99,33.48,
Return on Assets (%),2.37,2.29,2.23,1.99,1.81,
Return on Equity / Networth (%),14.03,14.24,13.17,11.90,11.01,
Net Interest Margin (X),4.08,4.32,4.39,3.91,4.00,
Cost to Income (%),41.70,45.98,48.14,47.99,41.27,
Interest Income/Total Assets (%),7.62,7.62,6.99,6.29,6.99,
Non-Interest Income/Total Assets (%),1.64,1.71,1.44,1.47,1.42,
Operating Profit/Total Assets (%),0.72,0.58,0.78,0.51,0.39,
Operating Expenses/Total Assets (%),2.70,2.77,2.81,2.58,2.23,
Interest Expenses/Total Assets (%),3.54,3.29,2.59,2.38,2.99,
Valuation Ratios,,,,,,
Enterprise Value (Rs. Cr),937500.91,796072.70,711416.35,670373.62,639371.05,
EV Per Net Sales (X),17.72,17.38,20.77,24.79,23.82,
Price To Book Value (X),3.68,3.67,4.15,4.84,5.50,
Price To Sales (X),8.16,7.75,10.05,12.88,12.95,
Retention Ratios (%),100.00,97.55,97.63,100.00,100.00,
Earnings Yield (X),0.04,0.04,0.03,0.02,0.02,
