0,1,2,3,4,5,6
Quarterly Results of Larsen & Toubro (in Rs. Cr.),Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,
Net Sales/Income from operations,31600.92,28151.12,26930.54,36734.13,27785.41,
Other Operating Income,--,--,--,--,--,
Total Income From Operations,31600.92,28151.12,26930.54,36734.13,27785.41,
EXPENDITURE,,,,,,
Consumption of Raw Materials,2858.60,2596.81,2862.26,4145.27,3259.74,
Purchase of Traded Goods,292.56,347.22,316.50,184.97,391.39,
Increase/Decrease in Stocks,175.39,182.17,-733.75,11.25,-580.75,
Power & Fuel,--,--,--,--,--,
Employees Cost,2205.46,2173.73,2098.76,2247.20,2014.80,
depreciat,438.45,415.56,378.56,357.24,334.76,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,767.90,875.84,817.55,626.37,707.46,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,22841.96,20054.72,19695.81,25994.87,19675.92,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",2020.60,1505.07,1494.85,3166.96,1982.09,
Other Income,1225.60,2236.28,858.23,1079.92,832.96,
"P/L Before Int., Excpt. Items & Tax",3246.20,3741.35,2353.08,4246.88,2815.05,
Interest,629.84,584.18,547.35,534.01,508.11,
P/L Before Exceptional Items & Tax,2616.36,3157.17,1805.73,3712.87,2306.94,
Exceptional Items,--,--,397.97,--,--,
P/L Before Tax,2616.36,3157.17,2203.70,3712.87,2306.94,
Tax,480.18,447.45,411.34,710.02,481.50,
P/L After Tax from Ordinary Activities,2136.18,2709.72,1792.36,3002.85,1825.44,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,2136.18,2709.72,1792.36,3002.85,1825.44,
Equity Share Capital,274.91,274.88,281.11,281.10,281.07,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,15.54,19.29,12.75,21.37,12.99,
Diluted EPS,15.53,19.28,12.74,21.35,12.98,
EPS After Extra Ordinary,,,,,,
Basic EPS.,15.54,19.29,12.75,21.37,12.99,
Diluted EPS.,15.53,19.28,12.74,21.35,12.98,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
