0,1,2,3,4,5,6
Quarterly Results of Larsen & Toubro (in Rs. Cr.),Sep '17,Jun '17,Mar '17,Dec '16,Sep '16,
Net Sales/Income from operations,15859.84,13937.04,23323.61,15769.19,14589.44,
Other Operating Income,--,--,--,177.01,116.04,
Total Income From Operations,15859.84,13937.04,23323.61,15946.20,14705.48,
EXPENDITURE,,,,,,
Consumption of Raw Materials,6684.01,1945.86,1822.33,2279.72,2298.42,
Purchase of Traded Goods,300.37,315.95,515.55,325.36,285.28,
Increase/Decrease in Stocks,-344.79,-305.64,380.11,42.28,12.58,
Power & Fuel,--,--,--,--,--,
Employees Cost,1420.13,1386.84,1364.08,1285.94,1207.10,
depreciat,259.38,258.40,396.29,266.65,272.93,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,498.27,624.40,836.53,691.87,564.37,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,5993.28,9004.13,15383.94,9968.88,9250.01,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",1049.19,707.10,2624.78,1085.50,814.79,
Other Income,660.91,423.70,345.31,498.74,645.38,
"P/L Before Int., Excpt. Items & Tax",1710.10,1130.80,2970.09,1584.24,1460.17,
Interest,367.19,359.26,269.25,357.34,360.33,
P/L Before Exceptional Items & Tax,1342.91,771.54,2700.84,1226.90,1099.84,
Exceptional Items,174.91,--,-961.08,--,1905.05,
P/L Before Tax,1517.82,771.54,1739.76,1226.90,3004.89,
Tax,355.91,213.40,485.68,292.72,286.15,
P/L After Tax from Ordinary Activities,1161.91,558.14,1254.08,934.18,2718.74,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,1161.91,558.14,1254.08,934.18,2718.74,
Equity Share Capital,280.11,186.68,186.59,186.54,186.47,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,8.30,3.99,8.96,10.02,29.16,
Diluted EPS,8.28,3.98,8.86,9.99,29.00,
EPS After Extra Ordinary,,,,,,
Basic EPS.,8.30,3.99,8.96,10.02,29.16,
Diluted EPS.,8.28,3.98,8.86,9.99,29.00,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
