0,1,2,3,4,5,6
Quarterly Results of Larsen & Toubro (in Rs. Cr.),Jun '11,Mar '11,Dec '10,Sep '10,Jun '10,
Net Sales/Income from operations,9482.61,15078.39,11413.08,9330.76,7885.31,
Other Operating Income,--,305.82,--,--,--,
Total Income From Operations,9482.61,15384.21,11413.08,9330.76,7885.31,
EXPENDITURE,,,,,,
Consumption of Raw Materials,2566.59,3250.84,3055.55,2084.70,1680.38,
Purchase of Traded Goods,488.45,620.92,722.44,--,--,
Increase/Decrease in Stocks,-293.68,-8.78,-158.37,-97.58,-294.76,
Power & Fuel,--,--,--,--,--,
Employees Cost,766.00,815.29,677.15,828.84,563.25,
depreciat,167.85,235.77,128.09,121.21,114.15,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,281.93,754.71,536.73,--,371.01,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,4546.85,7610.37,5341.69,5509.12,4558.38,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",958.62,2105.09,1109.80,884.47,892.90,
Other Income,296.18,369.82,247.18,382.19,226.76,
"P/L Before Int., Excpt. Items & Tax",1254.80,2474.91,1356.98,1266.66,1119.66,
Interest,161.26,136.17,175.71,193.15,142.34,
P/L Before Exceptional Items & Tax,1093.54,2338.74,1181.27,1073.51,977.32,
Exceptional Items,--,226.77,--,--,--,
P/L Before Tax,1093.54,2565.51,1181.27,1073.51,977.32,
Tax,347.39,879.30,376.04,379.37,311.15,
P/L After Tax from Ordinary Activities,746.15,1686.21,805.23,694.14,666.17,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,35.30,70.84,--,
Net Profit/(Loss) For the Period,746.15,1686.21,840.53,764.98,666.17,
Equity Share Capital,122.00,121.77,121.56,120.99,120.63,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,12.24,27.70,13.84,11.48,11.05,
Diluted EPS,12.11,27.41,13.65,11.30,10.87,
EPS After Extra Ordinary,,,,,,
Basic EPS.,12.24,27.70,13.84,12.66,11.05,
Diluted EPS.,12.11,27.41,13.65,12.45,10.87,
Public Share Holding,,,,,,
No Of Shares (Crores),58.55,58.72,58.42,58.52,0.06,
Share Holding (%),95.99,98.44,96.12,95.76,96.90,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,0.06,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,96.90,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
