0,1,2,3,4,5,6
Quarterly Results of Larsen & Toubro (in Rs. Cr.),Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,
Net Sales/Income from operations,42328.96,34984.28,34918.36,30278.75,39553.27,
Other Operating Income,--,--,--,--,--,
Total Income From Operations,42328.96,34984.28,34918.36,30278.75,39553.27,
EXPENDITURE,,,,,,
Consumption of Raw Materials,4816.54,4335.46,3661.00,2406.01,3303.81,
Purchase of Traded Goods,256.04,455.74,328.40,369.72,122.26,
Increase/Decrease in Stocks,1030.65,247.97,-255.35,65.96,788.02,
Power & Fuel,--,--,--,--,--,
Employees Cost,2898.19,2577.11,2514.61,2452.96,2386.49,
depreciat,487.38,487.96,504.86,480.78,518.42,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,1373.84,828.89,858.87,832.79,992.56,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,28196.19,23644.56,24856.25,22166.50,28528.68,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",3270.13,2406.59,2449.72,1504.03,2913.03,
Other Income,1196.56,1197.38,833.38,2448.52,1020.49,
"P/L Before Int., Excpt. Items & Tax",4466.69,3603.97,3283.10,3952.55,3933.52,
Interest,502.65,542.51,583.12,567.18,644.46,
P/L Before Exceptional Items & Tax,3964.04,3061.46,2699.98,3385.37,3289.06,
Exceptional Items,474.78,--,--,--,50.02,
P/L Before Tax,4438.82,3061.46,2699.98,3385.37,3339.08,
Tax,929.83,642.08,706.87,424.03,673.01,
P/L After Tax from Ordinary Activities,3508.99,2419.38,1993.11,2961.34,2666.07,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,3508.99,2419.38,1993.11,2961.34,2666.07,
Equity Share Capital,275.04,275.03,275.00,274.97,274.93,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,25.52,17.59,14.50,21.54,19.40,
Diluted EPS,25.50,17.58,14.49,21.54,19.33,
EPS After Extra Ordinary,,,,,,
Basic EPS.,25.52,17.59,14.50,21.54,19.40,
Diluted EPS.,25.50,17.58,14.49,21.54,19.33,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
