0,1,2,3,4,5,6
Quarterly Results of Larsen & Toubro (in Rs. Cr.),Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,
Net Sales/Income from operations,18967.92,14995.02,12716.84,10337.62,20079.10,
Other Operating Income,--,--,--,--,--,
Total Income From Operations,18967.92,14995.02,12716.84,10337.62,20079.10,
EXPENDITURE,,,,,,
Consumption of Raw Materials,2064.89,1744.91,1712.66,1533.66,2265.95,
Purchase of Traded Goods,411.70,278.70,313.55,292.79,511.56,
Increase/Decrease in Stocks,156.88,642.79,-290.69,-787.50,1795.40,
Power & Fuel,--,--,--,--,--,
Employees Cost,1019.24,958.84,1274.37,900.52,1229.55,
depreciat,245.83,263.81,237.60,260.93,213.83,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,654.93,545.88,380.64,402.61,239.01,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,12170.37,9254.46,7985.11,6908.20,11136.67,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",2244.08,1305.63,1103.60,826.41,2687.13,
Other Income,570.13,621.89,603.33,488.03,495.27,
"P/L Before Int., Excpt. Items & Tax",2814.21,1927.52,1706.93,1314.44,3182.40,
Interest,334.09,500.41,312.59,271.94,304.92,
P/L Before Exceptional Items & Tax,2480.12,1427.11,1394.34,1042.50,2877.48,
Exceptional Items,185.72,--,--,171.44,484.11,
P/L Before Tax,2665.84,1427.11,1394.34,1213.94,3361.59,
Tax,605.19,367.31,352.16,320.39,638.11,
P/L After Tax from Ordinary Activities,2060.65,1059.80,1042.18,893.55,2723.48,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,2060.65,1059.80,1042.18,893.55,2723.48,
Equity Share Capital,185.91,185.77,185.65,185.54,185.38,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,22.18,11.41,11.23,9.63,29.39,
Diluted EPS,21.95,11.34,11.16,9.57,29.22,
EPS After Extra Ordinary,,,,,,
Basic EPS.,22.18,11.41,11.23,9.63,29.39,
Diluted EPS.,21.95,11.34,11.16,9.57,29.22,
Public Share Holding,,,,,,
No Of Shares (Crores),90.83,90.79,90.74,90.61,90.21,
Share Holding (%),97.71,97.75,97.75,97.67,97.32,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
