0,1,2,3,4,5,6
Quarterly Results of Maruti Suzuki India (in Rs. Cr.),Dec '18,Sep '18,Jun '18,Mar '18,Dec '17,
Net Sales/Income from operations,18926.40,21551.90,21810.70,20594.30,18940.00,
Other Operating Income,741.90,881.30,648.70,571.30,343.20,
Total Income From Operations,19668.30,22433.20,22459.40,21165.60,19283.20,
EXPENDITURE,,,,,,
Consumption of Raw Materials,10802.40,12544.50,12003.30,11929.80,10649.40,
Purchase of Traded Goods,3212.60,3520.90,3438.30,3083.00,2436.40,
Increase/Decrease in Stocks,28.70,-780.50,60.40,-636.50,246.50,
Power & Fuel,--,--,--,--,--,
Employees Cost,881.10,791.70,765.20,828.20,686.90,
depreciat,767.70,721.20,719.80,702.50,689.00,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,2812.40,2925.30,2841.10,2946.10,2226.20,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",1163.40,2710.10,2631.30,2312.50,2348.80,
Other Income,917.30,526.60,271.80,595.00,244.90,
"P/L Before Int., Excpt. Items & Tax",2080.70,3236.70,2903.10,2907.50,2593.70,
Interest,20.60,25.70,20.70,273.10,26.30,
P/L Before Exceptional Items & Tax,2060.10,3211.00,2882.40,2634.40,2567.40,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,2060.10,3211.00,2882.40,2634.40,2567.40,
Tax,570.80,970.60,907.10,752.30,768.40,
P/L After Tax from Ordinary Activities,1489.30,2240.40,1975.30,1882.10,1799.00,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,1489.30,2240.40,1975.30,1882.10,1799.00,
Equity Share Capital,151.00,151.00,151.00,151.00,151.00,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,49.30,74.17,65.39,62.30,59.56,
Diluted EPS,49.30,74.17,65.39,62.30,59.56,
EPS After Extra Ordinary,,,,,,
Basic EPS.,49.30,74.17,65.39,62.30,59.56,
Diluted EPS.,49.30,74.17,65.39,62.30,59.56,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
