0,1,2,3,4,5,6
Quarterly Results of Maruti Suzuki India (in Rs. Cr.),Jun '11,Mar '11,Dec '10,Sep '10,Jun '10,
Net Sales/Income from operations,8319.90,9905.85,9494.45,9147.27,8231.53,
Other Operating Income,209.40,186.33,--,--,--,
Total Income From Operations,8529.30,10092.18,9494.45,9147.27,8231.53,
EXPENDITURE,,,,,,
Consumption of Raw Materials,6502.35,7598.50,6959.03,6938.88,6079.72,
Purchase of Traded Goods,342.10,380.91,336.72,--,--,
Increase/Decrease in Stocks,-152.72,-116.52,149.75,-148.21,54.94,
Power & Fuel,--,--,--,--,--,
Employees Cost,179.35,153.39,232.45,156.82,160.96,
depreciat,242.47,296.67,236.94,238.19,241.70,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,843.82,1066.18,914.71,1239.46,1143.40,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",571.93,713.05,664.85,722.13,550.81,
Other Income,180.07,119.87,128.27,133.97,100.20,
"P/L Before Int., Excpt. Items & Tax",752.00,832.92,793.12,856.10,651.01,
Interest,5.75,6.35,0.36,9.72,7.98,
P/L Before Exceptional Items & Tax,746.25,826.57,792.76,846.38,643.03,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,746.25,826.57,792.76,846.38,643.03,
Tax,197.02,166.71,227.59,248.14,177.67,
P/L After Tax from Ordinary Activities,549.23,659.86,565.17,598.24,465.36,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,549.23,659.86,565.17,598.24,465.36,
Equity Share Capital,144.46,144.46,144.46,144.46,144.46,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,19.01,22.84,19.56,20.71,16.11,
Diluted EPS,19.01,22.84,19.56,20.71,16.11,
EPS After Extra Ordinary,,,,,,
Basic EPS.,19.01,22.84,19.56,20.71,16.11,
Diluted EPS.,19.01,22.84,19.56,20.71,16.11,
Public Share Holding,,,,,,
No Of Shares (Crores),13.23,13.23,13.23,13.23,13.23,
Share Holding (%),45.79,45.79,45.79,45.79,45.79,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,15.66,15.66,15.66,15.66,15.66,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,100.00,100.00,100.00,100.00,100.00,
- Per. of shares (as a % of the total Share Cap. of the company).,54.21,54.21,54.21,54.21,54.21,
