0,1,2,3,4,5,6
Quarterly Results of Maruti Suzuki India (in Rs. Cr.),Sep '12,Jun '12,Mar '12,Dec '11,Sep '11,
Net Sales/Income from operations,8070.11,10529.24,11486.36,7717.87,7575.41,
Other Operating Income,235.32,248.91,240.65,164.53,256.21,
Total Income From Operations,8305.43,10778.15,11727.01,7882.40,7831.62,
EXPENDITURE,,,,,,
Consumption of Raw Materials,5865.41,8063.04,8874.10,5995.31,5649.65,
Purchase of Traded Goods,493.57,460.49,412.54,366.48,411.41,
Increase/Decrease in Stocks,251.97,-133.26,46.17,-118.53,95.49,
Power & Fuel,--,--,--,--,--,
Employees Cost,235.22,238.26,255.98,209.02,199.46,
depreciat,347.04,339.91,330.57,298.93,266.37,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,950.71,1363.33,1279.72,1012.91,981.42,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",161.51,446.38,527.93,118.28,227.82,
Other Income,156.32,112.31,296.85,160.37,117.74,
"P/L Before Int., Excpt. Items & Tax",317.83,558.69,824.78,278.65,345.56,
Interest,38.01,33.15,20.79,17.35,10.92,
P/L Before Exceptional Items & Tax,279.82,525.54,803.99,261.30,334.64,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,279.82,525.54,803.99,261.30,334.64,
Tax,52.37,101.77,164.15,55.68,94.20,
P/L After Tax from Ordinary Activities,227.45,423.77,639.84,205.62,240.44,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,227.45,423.77,639.84,205.62,240.44,
Equity Share Capital,144.46,144.46,144.46,144.46,144.46,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,7.87,14.67,22.15,7.12,8.32,
Diluted EPS,7.87,14.67,22.15,7.12,8.32,
EPS After Extra Ordinary,,,,,,
Basic EPS.,7.87,14.67,22.15,7.12,8.32,
Diluted EPS.,7.87,14.67,22.15,7.12,8.32,
Public Share Holding,,,,,,
No Of Shares (Crores),13.23,13.23,13.23,13.23,13.23,
Share Holding (%),45.79,45.79,45.79,45.79,45.79,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,15.66,15.66,15.66,15.66,15.66,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,100.00,100.00,100.00,100.00,100.00,
- Per. of shares (as a % of the total Share Cap. of the company).,54.21,54.21,54.21,54.21,54.21,
