0,1,2,3,4,5,6
Quarterly Results of UltraTech Cement (in Rs. Cr.),Jun '17,Mar '17,Dec '16,Sep '16,Jun '16,
Net Sales/Income from operations,6626.45,6595.25,5540.13,5396.59,6229.47,
Other Operating Income,--,--,68.97,61.02,--,
Total Income From Operations,6626.45,6595.25,5609.10,5457.61,6229.47,
EXPENDITURE,,,,,,
Consumption of Raw Materials,904.00,936.37,852.72,792.73,886.00,
Purchase of Traded Goods,118.77,130.26,119.66,118.69,114.95,
Increase/Decrease in Stocks,-68.11,84.12,-48.82,-50.57,88.40,
Power & Fuel,1217.36,1154.29,968.85,879.73,923.68,
Employees Cost,380.25,344.87,364.73,357.22,346.62,
depreciat,309.79,335.68,315.62,313.88,302.69,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,2514.11,2667.16,2238.50,2205.01,2447.31,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",1250.28,942.50,797.84,840.92,1119.82,
Other Income,165.17,240.10,97.01,172.48,150.36,
"P/L Before Int., Excpt. Items & Tax",1415.45,1182.60,894.85,1013.40,1270.18,
Interest,128.49,152.94,129.32,136.67,152.46,
P/L Before Exceptional Items & Tax,1286.96,1029.66,765.53,876.73,1117.72,
Exceptional Items,--,-13.69,--,--,--,
P/L Before Tax,1286.96,1015.97,765.53,876.73,1117.72,
Tax,396.34,327.64,202.11,275.68,342.80,
P/L After Tax from Ordinary Activities,890.62,688.33,563.42,601.05,774.92,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,890.62,688.33,563.42,601.05,774.92,
Equity Share Capital,274.52,274.51,274.47,274.45,274.44,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,32.44,25.08,20.53,21.90,28.24,
Diluted EPS,32.43,25.07,20.52,21.89,28.22,
EPS After Extra Ordinary,,,,,,
Basic EPS.,32.44,25.08,20.53,21.90,28.24,
Diluted EPS.,32.43,25.07,20.52,21.89,28.22,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
