0,1,2,3,4,5,6
Quarterly Results of UltraTech Cement (in Rs. Cr.),Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,
Net Sales/Income from operations,11476.96,13965.51,11830.62,10018.58,7373.63,
Other Operating Income,--,--,--,--,--,
Total Income From Operations,11476.96,13965.51,11830.62,10018.58,7373.63,
EXPENDITURE,,,,,,
Consumption of Raw Materials,1382.13,1731.75,1515.45,1188.90,738.84,
Purchase of Traded Goods,522.62,634.15,519.18,455.16,328.21,
Increase/Decrease in Stocks,-290.01,184.06,-125.49,144.29,223.58,
Power & Fuel,2193.17,--,--,1680.96,1234.85,
Employees Cost,543.85,575.37,566.78,522.29,517.55,
depreciat,597.72,630.85,602.19,612.66,588.65,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,3953.18,7327.74,6410.21,3474.26,2375.43,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",2574.30,2881.59,2342.30,1940.06,1366.52,
Other Income,216.38,84.48,261.63,146.46,296.11,
"P/L Before Int., Excpt. Items & Tax",2790.68,2966.07,2603.93,2086.52,1662.63,
Interest,275.89,323.06,300.65,301.94,333.43,
P/L Before Exceptional Items & Tax,2514.79,2643.01,2303.28,1784.58,1329.20,
Exceptional Items,--,--,--,-6.63,-157.37,
P/L Before Tax,2514.79,2643.01,2303.28,1777.95,1171.83,
Tax,833.73,865.46,753.00,569.28,366.26,
P/L After Tax from Ordinary Activities,1681.06,1777.55,1550.28,1208.67,805.57,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,1681.06,1777.55,1550.28,1208.67,805.57,
Equity Share Capital,288.65,288.65,288.64,288.63,288.63,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,58.27,61.62,53.75,41.90,27.93,
Diluted EPS,58.25,61.60,53.74,41.90,27.92,
EPS After Extra Ordinary,,,,,,
Basic EPS.,58.27,61.62,53.75,41.90,27.93,
Diluted EPS.,58.25,61.60,53.74,41.90,27.92,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
