0,1,2,3,4,5,6
Quarterly Results of UltraTech Cement (in Rs. Cr.),Mar '25,Dec '24,Sep '24,Jun '24,Mar '24,
Net Sales/Income from operations,21134.68,16328.43,14905.23,17532.44,19805.91,
Other Operating Income,--,--,--,--,--,
Total Income From Operations,21134.68,16328.43,14905.23,17532.44,19805.91,
EXPENDITURE,,,,,,
Consumption of Raw Materials,3024.36,2467.20,2328.54,2581.95,2663.12,
Purchase of Traded Goods,709.34,634.72,488.72,429.98,484.84,
Increase/Decrease in Stocks,213.23,-88.63,-156.68,15.87,469.20,
Power & Fuel,4541.92,3746.24,3645.73,4337.83,4662.60,
Employees Cost,830.76,785.68,856.56,705.49,719.74,
depreciat,990.99,856.51,850.09,814.24,785.71,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,7205.41,6004.91,5809.64,6480.28,6786.21,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",3618.67,1921.80,1082.63,2166.80,3234.49,
Other Income,115.45,206.08,181.72,178.89,154.23,
"P/L Before Int., Excpt. Items & Tax",3734.12,2127.88,1264.35,2345.69,3388.72,
Interest,399.58,341.96,282.44,220.42,226.80,
P/L Before Exceptional Items & Tax,3334.54,1785.92,981.91,2125.27,3161.92,
Exceptional Items,--,--,--,32.50,-72.00,
P/L Before Tax,3334.54,1785.92,981.91,2157.77,3089.92,
Tax,652.40,351.55,185.02,449.47,837.97,
P/L After Tax from Ordinary Activities,2682.14,1434.37,796.89,1708.30,2251.95,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,2682.14,1434.37,796.89,1708.30,2251.95,
Equity Share Capital,294.68,288.70,288.70,288.70,288.69,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,91.18,49.77,27.65,59.27,78.14,
Diluted EPS,91.11,49.72,27.63,59.23,78.08,
EPS After Extra Ordinary,,,,,,
Basic EPS.,91.18,49.77,27.65,59.27,78.14,
Diluted EPS.,91.11,49.72,27.63,59.23,78.08,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
