0,1,2,3,4,5,6
Quarterly Results of UltraTech Cement (in Rs. Cr.),Mar '11,Dec '10,Sep '10,Jun '10,Mar '10,
Net Sales/Income from operations,4555.93,3740.87,3244.50,1789.84,1922.53,
Other Operating Income,--,--,--,19.83,--,
Total Income From Operations,4555.93,3740.87,3244.50,1809.67,1922.53,
EXPENDITURE,,,,,,
Consumption of Raw Materials,571.59,503.70,472.48,257.56,258.34,
Purchase of Traded Goods,--,--,--,32.97,--,
Increase/Decrease in Stocks,22.02,-17.35,-30.85,-35.66,73.89,
Power & Fuel,965.59,895.92,843.42,417.77,365.08,
Employees Cost,216.85,187.58,191.08,69.45,66.00,
depreciat,226.69,219.11,218.38,101.55,99.33,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,1693.12,1437.59,1330.79,642.04,743.42,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",860.07,514.32,219.20,323.99,316.47,
Other Income,43.63,34.99,38.59,28.51,12.65,
"P/L Before Int., Excpt. Items & Tax",903.70,549.31,257.79,352.50,329.12,
Interest,82.94,81.80,84.51,27.86,28.46,
P/L Before Exceptional Items & Tax,820.76,467.51,173.28,324.64,300.66,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,820.76,467.51,173.28,324.64,300.66,
Tax,93.99,148.55,57.51,81.91,72.12,
P/L After Tax from Ordinary Activities,726.77,318.96,115.77,242.73,228.54,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,726.77,318.96,115.77,242.73,228.54,
Equity Share Capital,274.04,274.03,274.02,124.49,124.49,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,26.52,11.64,--,19.50,--,
Diluted EPS,26.51,11.64,--,19.49,--,
EPS After Extra Ordinary,,,,,,
Basic EPS.,26.52,11.64,--,19.50,--,
Diluted EPS.,26.51,11.64,--,19.49,--,
Public Share Holding,,,,,,
No Of Shares (Crores),9.47,9.46,9.26,5.61,5.61,
Share Holding (%),34.54,34.54,33.79,45.08,45.08,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,17.36,17.36,--,6.82,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,100.00,100.00,--,100.00,--,
- Per. of shares (as a % of the total Share Cap. of the company).,63.35,63.35,--,54.78,--,
