0,1,2,3,4,5,6
Quarterly Results of UltraTech Cement (in Rs. Cr.),Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,
Net Sales/Income from operations,10360.31,9981.75,9253.82,9794.83,10500.27,
Other Operating Income,--,--,--,--,--,
Total Income From Operations,10360.31,9981.75,9253.82,9794.83,10500.27,
EXPENDITURE,,,,,,
Consumption of Raw Materials,1356.09,1234.44,1128.57,1182.17,1265.84,
Purchase of Traded Goods,502.30,565.00,565.74,629.74,637.75,
Increase/Decrease in Stocks,-227.67,125.23,-71.91,-109.70,268.94,
Power & Fuel,1932.42,1841.25,1793.88,1797.75,2048.63,
Employees Cost,612.27,576.73,592.92,487.58,461.06,
depreciat,608.96,613.67,606.29,536.90,499.30,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,3922.64,3853.07,3432.05,3257.35,3604.74,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",1653.30,1172.36,1206.28,2013.04,1714.01,
Other Income,223.91,164.01,182.04,153.62,140.14,
"P/L Before Int., Excpt. Items & Tax",1877.21,1336.37,1388.32,2166.66,1854.15,
Interest,432.38,402.56,437.19,370.40,371.30,
P/L Before Exceptional Items & Tax,1444.83,933.81,951.13,1796.26,1482.85,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,1444.83,933.81,951.13,1796.26,1482.85,
Tax,-1461.49,290.66,311.94,597.56,465.38,
P/L After Tax from Ordinary Activities,2906.32,643.15,639.19,1198.70,1017.47,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,2906.32,643.15,639.19,1198.70,1017.47,
Equity Share Capital,288.62,288.62,274.65,274.65,274.64,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,100.77,22.30,22.16,43.68,37.08,
Diluted EPS,100.74,22.29,22.15,43.68,37.07,
EPS After Extra Ordinary,,,,,,
Basic EPS.,100.77,22.30,22.16,43.68,37.08,
Diluted EPS.,100.74,22.29,22.15,43.68,37.07,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
