0,1,2,3,4,5,6
Quarterly Results of Titan Company (in Rs. Cr.),Sep '22,Jun '22,Mar '22,Dec '21,Sep '21,
Net Sales/Income from operations,8134.00,8493.00,6749.00,9381.00,6921.00,
Other Operating Income,596.00,468.00,527.00,134.00,249.00,
Total Income From Operations,8730.00,8961.00,7276.00,9515.00,7170.00,
EXPENDITURE,,,,,,
Consumption of Raw Materials,6952.00,4449.00,6855.00,6344.00,4726.00,
Purchase of Traded Goods,1581.00,1232.00,1359.00,1336.00,984.00,
Increase/Decrease in Stocks,-2120.00,1096.00,-2711.00,-509.00,-285.00,
Power & Fuel,--,--,--,--,--,
Employees Cost,325.00,324.00,328.00,276.00,271.00,
depreciat,89.00,87.00,88.00,85.00,91.00,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,173.00,171.00,156.00,172.00,109.00,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,585.00,525.00,507.00,497.00,411.00,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",1145.00,1077.00,694.00,1314.00,863.00,
Other Income,60.00,44.00,76.00,55.00,50.00,
"P/L Before Int., Excpt. Items & Tax",1205.00,1121.00,770.00,1369.00,913.00,
Interest,50.00,55.00,54.00,52.00,45.00,
P/L Before Exceptional Items & Tax,1155.00,1066.00,716.00,1317.00,868.00,
Exceptional Items,--,--,-51.00,--,--,
P/L Before Tax,1155.00,1066.00,665.00,1317.00,868.00,
Tax,298.00,273.00,174.00,330.00,227.00,
P/L After Tax from Ordinary Activities,857.00,793.00,491.00,987.00,641.00,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,857.00,793.00,491.00,987.00,641.00,
Equity Share Capital,89.00,89.00,89.00,89.00,89.00,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,9.66,8.93,5.53,11.12,7.22,
Diluted EPS,9.66,8.93,5.53,11.12,7.22,
EPS After Extra Ordinary,,,,,,
Basic EPS.,9.66,8.93,5.53,11.12,7.22,
Diluted EPS.,9.66,8.93,5.53,11.12,7.22,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
