0,1,2,3,4,5,6
Quarterly Results of Titan Company (in Rs. Cr.),Jun '11,Mar '11,Dec '10,Sep '10,Jun '10,
Net Sales/Income from operations,2020.51,1777.57,1954.81,1536.06,1252.76,
Other Operating Income,0.09,0.37,--,--,0.07,
Total Income From Operations,2020.60,1777.94,1954.81,1536.06,1252.83,
EXPENDITURE,,,,,,
Consumption of Raw Materials,1502.25,1112.67,1244.53,1149.88,916.39,
Purchase of Traded Goods,342.57,204.70,--,--,--,
Increase/Decrease in Stocks,-336.14,-54.92,-8.62,-262.29,-174.45,
Power & Fuel,--,--,--,--,--,
Employees Cost,102.15,140.10,85.15,82.39,77.89,
depreciat,9.92,9.13,8.57,8.59,8.19,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,90.15,89.40,89.36,61.50,63.01,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,135.07,172.90,349.18,330.93,258.66,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",174.63,103.96,186.64,165.06,103.14,
Other Income,23.02,23.99,15.26,8.06,8.02,
"P/L Before Int., Excpt. Items & Tax",197.65,127.95,201.90,173.12,111.16,
Interest,1.10,8.19,2.03,2.38,2.53,
P/L Before Exceptional Items & Tax,196.55,119.76,199.87,170.74,108.63,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,196.55,119.76,199.87,170.74,108.63,
Tax,53.19,35.96,59.08,42.97,27.35,
P/L After Tax from Ordinary Activities,143.36,83.80,140.79,127.77,81.28,
Prior Year Adjustments,--,--,-3.22,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,143.36,83.80,137.57,127.77,81.28,
Equity Share Capital,88.78,44.39,44.39,44.39,44.39,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,1.61,0.94,1.55,1.44,--,
Diluted EPS,1.61,0.94,1.55,1.44,--,
EPS After Extra Ordinary,,,,,,
Basic EPS.,1.61,0.94,1.55,1.44,18.31,
Diluted EPS.,1.61,0.94,1.55,1.44,18.31,
Public Share Holding,,,,,,
No Of Shares (Crores),41.45,2.06,2.07,2.07,2.07,
Share Holding (%),46.70,46.50,46.60,46.60,46.70,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,47.33,2.37,2.37,2.37,2.37,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,100.00,100.00,100.00,100.00,100.00,
- Per. of shares (as a % of the total Share Cap. of the company).,53.30,53.50,53.40,53.40,53.30,
