0,1,2,3,4,5,6
Quarterly Results of Titan Company (in Rs. Cr.),Mar '15,Dec '14,Sep '14,Jun '14,Mar '14,
Net Sales/Income from operations,2474.43,2898.28,3564.67,2853.66,2786.81,
Other Operating Income,21.76,24.23,28.40,37.78,16.57,
Total Income From Operations,2496.19,2922.51,3593.07,2891.44,2803.38,
EXPENDITURE,,,,,,
Consumption of Raw Materials,1628.85,1933.17,2461.52,1810.45,1646.30,
Purchase of Traded Goods,195.06,326.96,293.97,307.95,233.60,
Increase/Decrease in Stocks,-104.81,-96.15,-44.20,40.84,178.61,
Power & Fuel,--,--,--,--,--,
Employees Cost,161.21,154.32,163.93,146.19,130.76,
depreciat,19.98,23.20,19.87,24.34,20.43,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,80.30,96.75,105.83,99.25,87.37,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,265.47,231.65,278.96,212.38,230.16,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",250.13,252.61,313.19,250.04,276.15,
Other Income,15.86,11.52,17.80,25.40,25.50,
"P/L Before Int., Excpt. Items & Tax",265.99,264.13,330.99,275.44,301.65,
Interest,13.73,21.08,10.88,34.97,22.74,
P/L Before Exceptional Items & Tax,252.26,243.05,320.11,240.47,278.91,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,252.26,243.05,320.11,240.47,278.91,
Tax,37.17,52.32,80.13,63.20,59.37,
P/L After Tax from Ordinary Activities,215.09,190.73,239.98,177.27,219.54,
Prior Year Adjustments,--,--,--,--,-13.10,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,215.09,190.73,239.98,177.27,206.44,
Equity Share Capital,88.78,88.78,88.78,88.78,88.78,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,2.42,2.15,2.70,2.00,2.33,
Diluted EPS,2.42,2.15,2.70,2.00,2.33,
EPS After Extra Ordinary,,,,,,
Basic EPS.,2.42,2.15,2.70,2.00,2.33,
Diluted EPS.,2.42,2.15,2.70,2.00,2.33,
Public Share Holding,,,,,,
No Of Shares (Crores),41.68,41.68,41.68,41.68,41.68,
Share Holding (%),46.90,46.90,46.90,46.90,46.90,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,0.26,0.26,0.26,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,0.50,0.50,0.50,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,0.30,0.30,0.30,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,47.10,47.10,46.84,46.84,46.84,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,100.00,100.00,99.50,99.50,99.50,
- Per. of shares (as a % of the total Share Cap. of the company).,53.10,53.10,52.80,52.80,52.80,
