0,1,2,3,4,5,6
Quarterly Results of Titan Company (in Rs. Cr.),Jun '21,Mar '21,Dec '20,Sep '20,Jun '20,
Net Sales/Income from operations,2780.00,6991.00,6912.00,3892.00,1251.00,
Other Operating Income,469.00,144.00,375.00,426.00,611.00,
Total Income From Operations,3249.00,7135.00,7287.00,4318.00,1862.00,
EXPENDITURE,,,,,,
Consumption of Raw Materials,3014.00,4507.00,4769.00,3212.00,655.00,
Purchase of Traded Goods,508.00,868.00,1120.00,412.00,62.00,
Increase/Decrease in Stocks,-963.00,236.00,-196.00,-637.00,761.00,
Power & Fuel,--,--,--,--,--,
Employees Cost,268.00,251.00,226.00,212.00,222.00,
depreciat,83.00,82.00,84.00,83.00,82.00,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,37.00,79.00,86.00,51.00,16.00,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,241.00,399.00,424.00,774.00,392.00,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",61.00,713.00,774.00,211.00,-328.00,
Other Income,65.00,34.00,37.00,71.00,39.00,
"P/L Before Int., Excpt. Items & Tax",126.00,747.00,811.00,282.00,-289.00,
Interest,44.00,45.00,46.00,44.00,46.00,
P/L Before Exceptional Items & Tax,82.00,702.00,765.00,238.00,-335.00,
Exceptional Items,--,--,-137.00,--,--,
P/L Before Tax,82.00,702.00,628.00,238.00,-335.00,
Tax,21.00,173.00,209.00,39.00,-65.00,
P/L After Tax from Ordinary Activities,61.00,529.00,419.00,199.00,-270.00,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,61.00,529.00,419.00,199.00,-270.00,
Equity Share Capital,89.00,89.00,89.00,89.00,89.00,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,0.69,5.96,4.72,2.24,-3.04,
Diluted EPS,0.69,5.96,4.72,2.24,-3.04,
EPS After Extra Ordinary,,,,,,
Basic EPS.,0.69,5.96,4.72,2.24,-3.04,
Diluted EPS.,0.69,5.96,4.72,2.24,-3.04,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
