0,1,2,3,4,5,6
Quarterly Results of Sun Pharmaceutical Industries (in Rs. Cr.),Dec '23,Sep '23,Jun '23,Mar '23,Dec '22,
Net Sales/Income from operations,4903.66,5096.21,4383.34,5800.85,4549.90,
Other Operating Income,170.09,--,82.73,147.37,95.85,
Total Income From Operations,5073.75,5096.21,4466.07,5948.22,4645.75,
EXPENDITURE,,,,,,
Consumption of Raw Materials,1121.64,1066.90,1184.97,1189.86,1248.76,
Purchase of Traded Goods,227.20,264.65,213.06,262.36,267.51,
Increase/Decrease in Stocks,129.13,52.70,28.46,-132.64,-9.66,
Power & Fuel,--,--,--,--,--,
Employees Cost,590.13,600.41,607.44,529.05,526.24,
depreciat,399.60,392.71,415.27,411.98,430.44,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,1646.65,1725.23,1483.38,1738.94,1613.52,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",959.40,993.61,533.49,1948.67,568.94,
Other Income,76.80,106.54,163.54,120.30,68.03,
"P/L Before Int., Excpt. Items & Tax",1036.20,1100.15,697.03,2068.97,636.97,
Interest,214.92,193.63,157.94,161.45,130.89,
P/L Before Exceptional Items & Tax,821.28,906.52,539.09,1907.52,506.08,
Exceptional Items,-69.81,--,-149.21,-2937.79,--,
P/L Before Tax,751.47,906.52,389.88,-1030.27,506.08,
Tax,30.16,17.89,9.24,-9.45,19.35,
P/L After Tax from Ordinary Activities,721.31,888.63,380.64,-1020.82,486.73,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,721.31,888.63,380.64,-1020.82,486.73,
Equity Share Capital,239.93,239.93,239.93,239.93,239.93,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,3.00,3.70,1.60,-4.30,2.00,
Diluted EPS,3.00,3.70,1.60,-4.30,2.00,
EPS After Extra Ordinary,,,,,,
Basic EPS.,3.00,3.70,1.60,-4.30,2.00,
Diluted EPS.,3.00,3.70,1.60,-4.30,2.00,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
