0,1,2,3,4,5,6
Quarterly Results of Sun Pharmaceutical Industries (in Rs. Cr.),Sep '12,Jun '12,Mar '12,Dec '11,Sep '11,
Net Sales/Income from operations,805.68,760.61,680.99,631.21,564.78,
Other Operating Income,229.66,244.60,516.08,380.64,373.87,
Total Income From Operations,1035.34,1005.21,1197.07,1011.85,938.65,
EXPENDITURE,,,,,,
Consumption of Raw Materials,242.29,281.16,272.49,251.70,224.35,
Purchase of Traded Goods,88.78,82.92,52.46,48.86,43.52,
Increase/Decrease in Stocks,16.66,-47.27,-41.78,-12.66,-16.89,
Power & Fuel,--,--,--,--,--,
Employees Cost,98.61,96.47,78.53,80.86,78.69,
depreciat,21.78,21.12,20.15,19.85,18.13,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,262.34,235.42,255.90,217.98,192.44,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",304.88,335.39,559.32,405.26,398.41,
Other Income,114.59,-20.56,191.61,-71.47,13.42,
"P/L Before Int., Excpt. Items & Tax",419.47,314.83,750.93,333.79,411.83,
Interest,0.20,0.11,0.15,-36.31,-43.57,
P/L Before Exceptional Items & Tax,419.27,314.72,750.78,370.10,455.40,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,419.27,314.72,750.78,370.10,455.40,
Tax,48.65,22.09,48.78,4.87,17.85,
P/L After Tax from Ordinary Activities,370.62,292.63,702.00,365.23,437.55,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,370.62,292.63,702.00,365.23,437.55,
Equity Share Capital,103.56,103.56,103.56,103.56,103.56,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,3.60,2.80,6.80,3.50,4.20,
Diluted EPS,3.60,2.80,6.80,3.50,4.20,
EPS After Extra Ordinary,,,,,,
Basic EPS.,3.60,2.80,6.80,3.50,4.20,
Diluted EPS.,3.60,2.80,6.80,3.50,4.20,
Public Share Holding,,,,,,
No Of Shares (Crores),37.61,37.58,37.58,37.58,37.58,
Share Holding (%),36.31,36.28,36.28,36.28,36.28,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),0.24,0.26,0.25,0.30,0.31,
- Per. of shares (as a % of the total sh. of prom. and promoter group),0.36,0.39,0.37,0.46,0.46,
- Per. of shares (as a % of the total Share Cap. of the company),0.23,0.25,0.24,0.30,0.30,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,65.71,65.73,65.74,65.68,65.68,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,99.64,99.61,99.63,99.54,99.54,
- Per. of shares (as a % of the total Share Cap. of the company).,63.46,63.47,63.48,63.42,63.42,
