0,1,2,3,4,5,6
Quarterly Results of Sun Pharmaceutical Industries (in Rs. Cr.),Mar '10,Dec '09,Sep '09,Jun '09,Mar '09,
Net Sales/Income from operations,680.47,702.44,664.13,476.75,1398.44,
Other Operating Income,--,--,--,--,--,
Total Income From Operations,680.47,702.44,664.13,476.75,1398.44,
EXPENDITURE,,,,,,
Consumption of Raw Materials,199.46,142.87,209.57,157.36,163.78,
Purchase of Traded Goods,--,--,--,--,--,
Increase/Decrease in Stocks,-11.19,-9.50,-22.38,12.16,-10.93,
Power & Fuel,--,--,--,--,--,
Employees Cost,55.29,52.37,53.01,51.48,40.11,
depreciat,20.19,15.40,16.62,17.26,15.58,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,187.97,198.34,159.37,158.95,579.03,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",228.75,302.96,247.94,79.54,610.87,
Other Income,19.69,13.49,-62.72,14.66,-228.91,
"P/L Before Int., Excpt. Items & Tax",248.44,316.45,185.22,94.20,381.96,
Interest,-20.44,-21.41,-30.87,-32.13,-53.32,
P/L Before Exceptional Items & Tax,268.88,337.86,216.09,126.33,435.28,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,268.88,337.86,216.09,126.33,435.28,
Tax,12.84,19.82,13.03,4.82,15.94,
P/L After Tax from Ordinary Activities,256.04,318.04,203.06,121.51,419.34,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,5.35,
Net Profit/(Loss) For the Period,256.04,318.04,203.06,121.51,424.69,
Equity Share Capital,103.56,103.56,103.56,103.56,103.56,
Reserves Excluding Revaluation Reserves,5614.42,--,--,--,5047.86,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,12.36,15.36,9.80,5.87,20.50,
Diluted EPS,--,--,--,--,--,
EPS After Extra Ordinary,,,,,,
Basic EPS.,12.36,15.36,9.80,5.87,20.50,
Diluted EPS.,--,--,--,--,--,
Public Share Holding,,,,,,
No Of Shares (Crores),7.52,7.52,7.52,7.52,7.52,
Share Holding (%),36.28,36.29,36.29,36.29,36.29,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
