0,1,2,3,4,5,6
Quarterly Results of Sun Pharmaceutical Industries (in Rs. Cr.),Mar '20,Dec '19,Sep '19,Jun '19,Mar '19,
Net Sales/Income from operations,2750.41,2920.83,3215.01,3020.49,2257.80,
Other Operating Income,85.67,92.72,158.28,288.52,294.33,
Total Income From Operations,2836.08,3013.55,3373.29,3309.01,2552.13,
EXPENDITURE,,,,,,
Consumption of Raw Materials,767.12,947.21,793.57,693.81,931.19,
Purchase of Traded Goods,318.88,303.12,309.16,296.25,214.40,
Increase/Decrease in Stocks,94.28,-145.17,114.58,74.91,-181.64,
Power & Fuel,--,--,--,--,--,
Employees Cost,419.34,423.97,432.77,426.69,426.00,
depreciat,142.44,144.40,139.14,135.58,132.18,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,--,--,--,--,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,1007.92,778.61,888.30,874.96,603.68,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",86.10,561.41,695.77,806.81,426.32,
Other Income,1218.65,15.36,258.33,18.58,679.23,
"P/L Before Int., Excpt. Items & Tax",1304.75,576.77,954.10,825.39,1105.55,
Interest,137.53,98.76,114.47,57.25,119.37,
P/L Before Exceptional Items & Tax,1167.22,478.01,839.63,768.14,986.18,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,1167.22,478.01,839.63,768.14,986.18,
Tax,11.37,9.25,16.47,4.77,-81.88,
P/L After Tax from Ordinary Activities,1155.85,468.76,823.16,763.37,1068.06,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,--,--,--,--,
Net Profit/(Loss) For the Period,1155.85,468.76,823.16,763.37,1068.06,
Equity Share Capital,239.93,239.93,239.93,239.93,239.93,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,4.82,1.95,3.43,3.18,4.45,
Diluted EPS,4.82,1.95,3.43,3.18,4.45,
EPS After Extra Ordinary,,,,,,
Basic EPS.,4.82,1.95,3.43,3.18,4.45,
Diluted EPS.,4.82,1.95,3.43,3.18,4.45,
Public Share Holding,,,,,,
No Of Shares (Crores),--,--,--,--,--,
Share Holding (%),--,--,--,--,--,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
