0,1,2,3,4,5,6
Quarterly Results of Sun Pharmaceutical Industries (in Rs. Cr.),Mar '05,Dec '04,Sep '04,Jun '04,Mar '04,
Net Sales/Income from operations,304.79,292.58,266.64,269.83,234.88,
Other Operating Income,--,--,--,--,--,
Total Income From Operations,304.79,292.58,266.64,269.83,234.88,
EXPENDITURE,,,,,,
Consumption of Raw Materials,--,153.62,143.77,151.04,116.91,
Purchase of Traded Goods,--,--,--,--,--,
Increase/Decrease in Stocks,-2.50,-1.77,5.97,3.04,-10.13,
Power & Fuel,--,--,--,--,--,
Employees Cost,15.00,16.93,16.52,16.13,14.29,
depreciat,8.05,7.12,7.08,6.52,6.54,
Excise Duty,--,--,--,--,--,
Admin. And Selling Expenses,--,--,--,--,--,
R & D Expenses,--,18.80,18.35,14.78,14.96,
Provisions And Contingencies,--,--,--,--,--,
Exp. Capitalised,--,--,--,--,--,
Other Expenses,208.78,54.21,52.10,53.00,44.84,
"P/L Before Other Inc. , Int., Excpt. Items & Tax",75.46,43.67,22.85,25.32,47.47,
Other Income,22.04,60.11,59.49,53.49,41.48,
"P/L Before Int., Excpt. Items & Tax",97.50,103.78,82.34,78.81,88.95,
Interest,--,2.87,--,--,--,
P/L Before Exceptional Items & Tax,97.50,100.91,82.34,78.81,88.95,
Exceptional Items,--,--,--,--,--,
P/L Before Tax,97.50,100.91,82.34,78.81,88.95,
Tax,5.35,4.43,3.05,3.75,-0.27,
P/L After Tax from Ordinary Activities,92.15,96.48,79.29,75.06,89.22,
Prior Year Adjustments,--,--,--,--,--,
Extra Ordinary Items,--,-15.76,--,--,--,
Net Profit/(Loss) For the Period,92.15,80.72,79.29,75.06,89.22,
Equity Share Capital,92.76,92.76,92.76,92.76,92.76,
Reserves Excluding Revaluation Reserves,--,--,--,--,--,
Equity Dividend Rate (%),--,--,--,--,--,
EPS Before Extra Ordinary,,,,,,
Basic EPS,9.93,8.70,4.27,4.05,0.96,
Diluted EPS,--,--,--,--,--,
EPS After Extra Ordinary,,,,,,
Basic EPS.,9.93,8.70,4.27,4.05,0.96,
Diluted EPS.,--,--,--,--,--,
Public Share Holding,,,,,,
No Of Shares (Crores),5.21,--,5.21,18.55,2.59,
Share Holding (%),28.06,--,28.06,4.00,27.89,
Promoters and Promoter Group Shareholding,,,,,,
a) Pledged/Encumbered,,,,,,
- Number of shares (Crores),--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,--,--,
b) Non-encumbered,,,,,,
- Number of shares (Crores).,--,--,--,--,--,
- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,--,--,
- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,--,--,
