0,1,2,3,4,5,6
Key Financial Ratios of HCL Technologies (in Rs. Cr.),Jun 15,Jun 14,Jun 13,Jun 12,Jun 11,
Per Share Ratios,,,,,,
Basic EPS (Rs.),45.17,85.66,53.32,28.23,17.53,
Diluted EPS (Rs.),44.91,84.51,52.45,27.72,17.18,
Cash EPS (Rs.),47.27,92.50,59.51,33.23,21.63,
Book Value [ExclRevalReserve]/Share (Rs.),138.02,224.94,146.84,95.25,85.06,
Book Value [InclRevalReserve]/Share (Rs.),138.02,224.94,146.84,95.25,85.06,
Dividend / Share(Rs.),30.00,10.00,12.00,12.00,7.50,
Revenue from Operations/Share (Rs.),122.00,235.68,179.63,128.48,98.66,
PBDIT/Share (Rs.),57.32,113.86,71.31,40.55,24.43,
PBIT/Share (Rs.),55.19,106.85,64.97,35.45,20.20,
PBT/Share (Rs.),54.75,105.68,65.22,34.05,18.73,
Net Profit/Share (Rs.),45.13,85.49,53.16,28.13,17.40,
Profitability Ratios,,,,,,
PBDIT Margin (%),46.98,48.31,39.69,31.55,24.76,
PBIT Margin (%),45.23,45.33,36.16,27.59,20.47,
PBT Margin (%),44.88,44.84,36.30,26.50,18.98,
Net Profit Margin (%),36.99,36.27,29.59,21.89,17.63,
Return on Networth / Equity (%),32.70,38.00,36.20,29.53,20.45,
Return on Capital Employed (%),31.86,36.33,32.57,25.51,17.36,
Return on Assets (%),25.47,27.43,23.21,17.93,13.21,
Total Debt/Equity (X),0.00,0.00,0.06,0.11,0.14,
Asset Turnover Ratio (%),68.84,75.62,78.43,81.89,74.95,
Liquidity Ratios,,,,,,
Current Ratio (X),3.23,2.62,1.88,1.45,1.91,
Quick Ratio (X),3.22,2.62,1.86,1.42,1.85,
Inventory Turnover Ratio (X),205.06,1061.61,152.95,89.08,54.37,
Dividend Payout Ratio (NP) (%),37.59,11.70,22.54,42.58,42.93,
Dividend Payout Ratio (CP) (%),35.89,10.81,20.14,36.05,34.53,
Earnings Retention Ratio (%),62.41,88.30,77.46,57.42,57.07,
Cash Earnings Retention Ratio (%),64.11,89.19,79.86,63.95,65.47,
Valuation Ratios,,,,,,
Enterprise Value (Cr.),120697.44,96904.12,51888.84,32672.62,33877.60,
EV/Net Operating Revenue (X),7.04,5.87,4.15,3.67,4.99,
EV/EBITDA (X),14.98,12.16,10.44,11.62,20.13,
MarketCap/Net Operating Revenue (X),7.55,6.35,4.32,3.71,5.00,
Retention Ratios (%),62.40,88.29,77.45,57.41,57.06,
Price/BV (X),6.67,6.65,5.29,5.00,5.80,
Price/Net Operating Revenue,7.55,6.35,4.32,3.71,5.00,
Earnings Yield,0.05,0.06,0.07,0.06,0.04,
