0,1,2,3,4,5,6
Key Financial Ratios of HCL Technologies (in Rs. Cr.),Mar 25,Mar 24,Mar 23,Mar 22,Mar 21,
Per Share Ratios,,,,,,
Basic EPS (Rs.),45.25,43.11,42.32,40.10,32.22,
Diluted EPS (Rs.),45.21,43.02,42.27,40.09,32.22,
Cash EPS (Rs.),53.72,51.73,51.16,49.68,42.56,
Book Value [ExclRevalReserve]/Share (Rs.),128.69,145.38,151.40,156.87,160.42,
Book Value [InclRevalReserve]/Share (Rs.),128.69,145.38,151.40,156.87,160.42,
Dividend / Share(Rs.),60.00,52.00,48.00,42.00,10.00,
Revenue from Operations/Share (Rs.),188.23,177.23,170.45,149.68,131.39,
PBDIT/Share (Rs.),69.80,66.12,63.62,58.90,56.72,
PBIT/Share (Rs.),61.25,57.39,54.67,49.27,46.36,
PBT/Share (Rs.),60.68,56.93,54.20,48.87,45.71,
Net Profit/Share (Rs.),45.18,43.00,42.21,40.05,32.20,
Profitability Ratios,,,,,,
PBDIT Margin (%),37.08,37.30,37.32,39.35,43.16,
PBIT Margin (%),32.54,32.38,32.07,32.91,35.28,
PBT Margin (%),32.23,32.12,31.80,32.64,34.78,
Net Profit Margin (%),24.00,24.26,24.76,26.75,24.50,
Return on Networth / Equity (%),35.10,29.57,27.87,25.53,20.07,
Return on Capital Employed (%),43.23,37.23,34.76,30.14,27.76,
Return on Assets (%),23.36,22.31,21.47,20.35,15.79,
Total Debt/Equity (X),0.00,0.00,0.00,0.01,0.00,
Asset Turnover Ratio (%),0.98,0.91,0.87,0.75,64.43,
Liquidity Ratios,,,,,,
Current Ratio (X),2.07,2.82,2.68,2.97,2.77,
Quick Ratio (X),2.07,2.82,2.68,2.97,2.76,
Inventory Turnover Ratio (X),0.00,0.00,0.00,0.00,1981.83,
Dividend Payout Ratio (NP) (%),0.00,120.60,113.40,104.75,37.25,
Dividend Payout Ratio (CP) (%),0.00,100.24,93.55,84.44,28.18,
Earnings Retention Ratio (%),0.00,-20.60,-13.40,-4.75,62.75,
Cash Earnings Retention Ratio (%),0.00,-0.24,6.45,15.56,71.82,
Valuation Ratios,,,,,,
Enterprise Value (Cr.),427317.55,411429.95,288863.30,311226.53,262157.68,
EV/Net Operating Revenue (X),8.37,8.55,6.24,7.66,7.35,
EV/EBITDA (X),22.56,22.92,16.72,19.46,17.02,
MarketCap/Net Operating Revenue (X),8.45,8.71,6.37,7.77,7.48,
Retention Ratios (%),0.00,-20.60,-13.40,-4.75,62.74,
Price/BV (X),12.36,10.62,7.17,7.42,6.13,
Price/Net Operating Revenue,8.45,8.71,6.37,7.77,7.48,
Earnings Yield,0.03,0.03,0.04,0.03,0.03,
