0,1,2,3,4,5,6
Key Financial Ratios of HCL Technologies (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
Per Share Ratios,,,,,,
Basic EPS (Rs.),33.06,59.69,52.54,48.18,33.52,
Diluted EPS (Rs.),33.05,59.66,52.50,48.13,33.43,
Cash EPS (Rs.),40.22,69.82,59.39,51.59,35.42,
Book Value [ExclRevalReserve]/Share (Rs.),137.37,224.64,198.29,182.27,152.41,
Book Value [InclRevalReserve]/Share (Rs.),137.37,224.64,198.29,182.27,152.41,
Dividend / Share(Rs.),10.00,8.00,12.00,24.00,16.00,
Revenue from Operations/Share (Rs.),120.10,191.97,158.80,135.56,95.25,
PBDIT/Share (Rs.),49.23,82.83,72.24,61.82,43.28,
PBIT/Share (Rs.),42.04,73.41,65.81,58.46,41.32,
PBT/Share (Rs.),41.17,73.29,65.65,58.08,40.99,
Net Profit/Share (Rs.),33.03,60.41,52.96,48.23,33.46,
Profitability Ratios,,,,,,
PBDIT Margin (%),40.99,43.14,45.48,45.59,45.43,
PBIT Margin (%),35.00,38.24,41.44,43.12,43.37,
PBT Margin (%),34.27,38.17,41.34,42.84,43.03,
Net Profit Margin (%),27.50,31.46,33.35,35.57,35.12,
Return on Networth / Equity (%),24.04,26.88,26.70,26.46,21.95,
Return on Capital Employed (%),28.84,32.00,32.52,31.49,21.37,
Return on Assets (%),16.75,21.85,22.43,21.23,17.74,
Total Debt/Equity (X),0.00,0.00,0.00,0.00,0.00,
Asset Turnover Ratio (%),60.92,69.44,67.25,59.67,50.52,
Liquidity Ratios,,,,,,
Current Ratio (X),1.69,2.93,3.29,3.06,3.91,
Quick Ratio (X),1.69,2.93,3.28,3.05,3.88,
Inventory Turnover Ratio (X),2329.00,1445.11,551.83,214.64,104.50,
Dividend Payout Ratio (NP) (%),15.12,13.42,22.98,49.26,57.16,
Dividend Payout Ratio (CP) (%),12.42,11.61,20.49,46.06,53.99,
Earnings Retention Ratio (%),84.88,86.58,77.02,50.74,42.84,
Cash Earnings Retention Ratio (%),87.58,88.39,79.51,53.94,46.01,
Valuation Ratios,,,,,,
Enterprise Value (Cr.),117446.63,141183.00,132468.50,116478.63,106192.95,
EV/Net Operating Revenue (X),3.60,5.43,6.00,6.03,7.90,
EV/EBITDA (X),8.79,12.58,13.19,13.22,17.40,
MarketCap/Net Operating Revenue (X),3.64,5.67,6.11,6.44,8.55,
Retention Ratios (%),84.87,86.57,77.01,50.73,42.83,
Price/BV (X),3.18,4.84,4.89,4.79,5.34,
Price/Net Operating Revenue,3.64,5.67,6.11,6.44,8.55,
Earnings Yield,0.08,0.06,0.05,0.06,0.04,
