0,1,2,3,4,5,6
Profit & Loss account of UltraTech Cement (in Rs. Cr.),Mar 15,Mar 14,Mar 13,Mar 12,Mar 11,
,12 mths,12 mths,12 mths,12 mths,12 mths,
INCOME,,,,,,
Revenue From Operations [Gross],25719.17,22803.13,22704.98,20433.09,14854.85,
Less: Excise/Sevice Tax/Other Levies,3062.69,2725.25,2682.02,2266.71,1648.69,
Revenue From Operations [Net],22656.48,20077.88,20022.96,18166.38,13206.16,
Total Operating Revenues,22936.17,20279.80,20179.96,18313.13,13312.58,
Other Income,371.78,329.04,305.00,371.87,155.45,
Total Revenue,23307.95,20608.84,20484.96,18685.00,13468.03,
EXPENSES,,,,,,
Cost Of Materials Consumed,3280.62,2910.95,2792.12,2377.70,1803.70,
Purchase Of Stock-In Trade,389.52,309.37,235.71,177.34,122.05,
Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
"Changes In Inventories Of FG,WIP And Stock-In Trade",-110.06,106.98,-118.19,21.26,-61.85,
Employee Benefit Expenses,1218.29,1014.63,968.35,831.04,665.16,
Finance Costs,547.45,319.17,209.71,223.86,272.52,
Depreciation And Amortisation Expenses,1133.11,1052.26,945.37,902.56,765.73,
Other Expenses,14004.53,12152.39,11671.48,10797.48,8127.93,
Total Expenses,20421.70,17833.33,16659.56,15292.13,11684.73,
"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",2886.25,2775.51,3825.40,3392.87,1783.30,
Exceptional Items,0.00,0.00,0.00,0.00,0.00,
Profit/Loss Before Tax,2886.25,2775.51,3825.40,3392.87,1783.30,
Tax Expenses-Continued Operations,,,,,,
Current Tax,498.38,558.82,1005.65,948.97,507.83,
Less: MAT Credit Entitlement,489.29,222.13,0.00,0.00,0.00,
Deferred Tax,862.43,389.91,168.15,7.72,-3.24,
Tax For Earlier Years,0.00,-95.56,-3.83,-10.01,-125.52,
Total Tax Expenses,871.52,631.04,1169.97,946.68,379.07,
Profit/Loss After Tax And Before ExtraOrdinary Items,2014.73,2144.47,2655.43,2446.19,1404.23,
Profit/Loss From Continuing Operations,2014.73,2144.47,2655.43,2446.19,1404.23,
Profit/Loss For The Period,2014.73,2144.47,2655.43,2446.19,1404.23,
OTHER ADDITIONAL INFORMATION,,,,,,
EARNINGS PER SHARE,,,,,,
Basic EPS (Rs.),73.00,78.21,96.87,89.26,62.74,
Diluted EPS (Rs.),73.00,78.18,96.85,89.22,62.72,
"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
Imported Raw Materials,394.58,402.29,300.52,195.47,129.28,
Indigenous Raw Materials,2886.04,2508.66,2491.60,2182.23,1674.42,
"STORES, SPARES AND LOOSE TOOLS",,,,,,
Imported Stores And Spares,135.58,119.63,109.91,108.08,88.01,
Indigenous Stores And Spares,623.67,570.67,607.37,517.10,412.45,
DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
Equity Share Dividend,247.09,246.82,246.70,219.25,164.42,
Tax On Dividend,50.28,41.95,42.00,35.57,26.67,
Equity Dividend Rate (%),90.00,90.00,90.00,80.00,60.00,
